"radios","cod_prov","Provincia","cod_depto","Departamento","PNIV_ASI_Sin instrucción","PNIV_ASI_Primario incompleto","PNIV_ASI_Primario completo","PNIV_ASI_EGB incompleto","PNIV_ASI_EGB completo","PNIV_ASI_Secundario incompleto","PNIV_ASI_Secundario completo","PNIV_ASI_Polimodal incompleto","PNIV_ASI_Polimodal completo","PNIV_ASI_Terciario no universitario incompleto","PNIV_ASI_Terciario no universitario completo","PNIV_ASI_Universitario de grado incompleto","PNIV_ASI_Universitario de grado completo","PNIV_ASI_Posgrado (especialización, maestría o doctorado) incompleto","PNIV_ASI_Posgrado (especialización, maestría o doctorado) completo","PNIV_ASI_Ignorado","Total"
"020842204","02","Caba","02084","Comuna 12",0,3,47,0,2,53,140,0,2,32,80,55,107,6,30,5,562
"020842205","02","Caba","02084","Comuna 12",10,13,68,3,0,58,178,0,3,28,100,76,136,4,35,5,717
"020842206","02","Caba","02084","Comuna 12",10,4,43,1,1,54,143,1,8,16,84,52,134,5,34,8,598
"020842207","02","Caba","02084","Comuna 12",26,7,29,0,1,28,114,1,5,28,72,53,121,6,31,2,524
"020842208","02","Caba","02084","Comuna 12",1,5,28,0,0,56,146,1,3,36,100,73,173,9,34,5,670
"020842209","02","Caba","02084","Comuna 12",4,3,28,0,0,39,94,0,2,18,69,42,83,6,25,1,414
"020842210","02","Caba","02084","Comuna 12",2,9,67,0,2,69,156,0,1,33,120,71,159,2,41,2,734
"020842211","02","Caba","02084","Comuna 12",1,9,44,0,0,56,164,0,7,38,102,61,178,9,69,8,746
"020842212","02","Caba","02084","Comuna 12",5,2,30,0,0,40,123,1,3,19,55,54,118,6,25,3,484
"020842213","02","Caba","02084","Comuna 12",1,2,21,0,0,27,62,0,4,10,47,39,95,2,26,4,340
"020842214","02","Caba","02084","Comuna 12",4,4,18,1,0,26,66,0,0,13,63,41,62,2,22,3,325
"020842215","02","Caba","02084","Comuna 12",11,6,12,0,1,32,97,0,1,16,52,33,97,6,33,1,398
"020910101","02","Caba","02091","Comuna 13",0,7,31,1,1,59,164,0,3,31,126,75,227,10,83,6,824
"020910102","02","Caba","02091","Comuna 13",1,3,13,0,0,22,110,0,1,21,106,64,152,10,80,4,587
"020910103","02","Caba","02091","Comuna 13",1,5,24,0,1,24,91,0,2,19,86,79,170,6,62,8,578
"020910104","02","Caba","02091","Comuna 13",0,5,4,0,0,22,77,0,3,10,62,36,173,5,55,4,456
"020910105","02","Caba","02091","Comuna 13",0,2,19,1,1,27,118,0,1,31,117,81,321,9,127,8,863
"020910106","02","Caba","02091","Comuna 13",3,6,27,0,1,52,148,0,7,28,125,86,274,9,129,14,909
"020910107","02","Caba","02091","Comuna 13",0,8,15,1,0,20,79,0,1,19,63,34,154,4,77,5,480
"020910108","02","Caba","02091","Comuna 13",2,4,15,1,1,24,74,0,1,25,54,43,165,4,67,1,481
"020910109","02","Caba","02091","Comuna 13",0,2,21,0,0,12,78,0,0,16,57,41,135,3,58,2,425
"020910110","02","Caba","02091","Comuna 13",2,3,33,0,1,19,112,0,2,15,84,61,150,2,67,7,558
"020910111","02","Caba","02091","Comuna 13",4,3,27,0,1,30,73,1,3,14,59,51,122,7,43,9,447
"020910112","02","Caba","02091","Comuna 13",0,5,20,0,0,26,82,0,1,12,49,39,110,3,41,1,389
"020910113","02","Caba","02091","Comuna 13",1,1,12,0,0,19,66,1,1,20,62,54,121,2,42,2,404
"020910114","02","Caba","02091","Comuna 13",4,1,18,0,0,42,62,1,4,12,53,46,105,3,35,2,388
"020910115","02","Caba","02091","Comuna 13",2,1,10,0,1,13,60,0,1,4,47,38,104,6,19,1,307
"020910201","02","Caba","02091","Comuna 13",3,1,30,1,0,37,77,0,2,11,66,50,119,7,46,3,453
"020910202","02","Caba","02091","Comuna 13",2,4,42,0,0,35,101,0,2,17,76,69,187,7,80,1,623
"020910203","02","Caba","02091","Comuna 13",4,4,21,0,0,26,117,0,2,21,82,57,173,13,75,4,599
"020910204","02","Caba","02091","Comuna 13",2,1,18,0,0,31,87,2,2,10,65,50,168,5,61,10,512
"020910205","02","Caba","02091","Comuna 13",0,6,24,0,0,31,117,0,2,22,80,80,214,11,109,6,702
"020910206","02","Caba","02091","Comuna 13",2,3,14,1,1,21,100,1,3,20,82,70,229,1,88,6,642
"020910207","02","Caba","02091","Comuna 13",2,4,18,1,0,27,113,0,3,21,91,48,140,8,59,4,539
"020910208","02","Caba","02091","Comuna 13",0,4,27,1,0,27,76,0,2,25,81,47,154,6,73,3,526
"020910209","02","Caba","02091","Comuna 13",4,5,24,0,2,25,116,1,1,23,97,82,275,10,114,5,784
"020910210","02","Caba","02091","Comuna 13",0,8,30,1,1,46,140,2,3,33,141,123,256,15,84,14,897
"020910211","02","Caba","02091","Comuna 13",1,3,11,0,0,20,62,0,2,18,52,59,175,5,73,1,482
"020910212","02","Caba","02091","Comuna 13",3,6,20,0,0,26,99,1,6,17,55,55,163,5,51,3,510
"020910213","02","Caba","02091","Comuna 13",0,2,14,0,0,14,56,0,3,15,59,54,142,2,60,1,422
"020910301","02","Caba","02091","Comuna 13",2,5,28,0,0,42,136,0,4,12,97,77,232,6,100,4,745
"020910302","02","Caba","02091","Comuna 13",0,1,28,0,0,35,79,0,4,11,68,47,127,2,58,5,465
"020910303","02","Caba","02091","Comuna 13",3,8,28,0,1,38,117,0,3,16,64,66,160,3,55,6,568
"020910304","02","Caba","02091","Comuna 13",1,3,21,0,0,19,84,0,1,17,57,41,99,6,51,1,401
"020910305","02","Caba","02091","Comuna 13",3,8,19,0,0,50,146,0,2,16,96,64,211,4,95,12,726
"020910306","02","Caba","02091","Comuna 13",32,7,32,0,1,33,100,0,2,19,78,88,190,3,93,3,681
"020910307","02","Caba","02091","Comuna 13",0,1,24,1,0,26,86,0,2,18,86,68,184,10,64,1,571
"020910308","02","Caba","02091","Comuna 13",2,3,26,0,0,30,120,1,2,24,112,70,244,6,109,3,752
"020910309","02","Caba","02091","Comuna 13",3,3,35,1,0,42,126,0,1,24,97,60,208,9,117,4,730
"020910310","02","Caba","02091","Comuna 13",8,1,12,0,0,16,76,0,3,19,59,46,122,8,69,5,444
"020910311","02","Caba","02091","Comuna 13",0,1,14,0,1,19,82,0,0,15,68,51,166,2,55,3,477
"020910312","02","Caba","02091","Comuna 13",0,1,12,0,2,19,38,0,2,8,36,33,121,3,65,1,341
"020910313","02","Caba","02091","Comuna 13",0,0,8,0,0,20,43,0,1,14,45,36,111,6,61,5,350
"020910401","02","Caba","02091","Comuna 13",0,1,34,0,1,36,133,1,1,14,91,60,176,5,80,4,637
"020910402","02","Caba","02091","Comuna 13",1,5,18,0,0,40,106,1,0,26,67,68,224,17,96,2,671
"020910403","02","Caba","02091","Comuna 13",5,3,31,0,0,29,93,0,1,22,81,66,189,7,71,6,604
"020910404","02","Caba","02091","Comuna 13",0,9,42,0,0,50,145,4,3,29,114,86,214,10,84,7,797
"020910405","02","Caba","02091","Comuna 13",30,10,38,1,0,51,130,4,6,34,114,84,174,5,68,3,752
"020910406","02","Caba","02091","Comuna 13",1,3,31,0,0,34,125,0,2,24,100,63,231,14,89,2,719
"020910407","02","Caba","02091","Comuna 13",0,3,37,0,1,39,99,1,1,19,112,52,148,4,51,10,577
"020910408","02","Caba","02091","Comuna 13",5,2,16,0,0,23,97,0,5,21,81,62,148,6,69,7,542
"020910409","02","Caba","02091","Comuna 13",2,5,20,0,1,28,109,0,1,22,79,52,159,3,64,4,549
"020910410","02","Caba","02091","Comuna 13",1,9,26,0,0,25,90,0,2,9,55,44,93,8,26,5,393
"020910411","02","Caba","02091","Comuna 13",1,10,21,0,0,45,120,0,2,24,72,64,174,10,75,9,627
"020910412","02","Caba","02091","Comuna 13",0,1,13,0,0,10,30,0,0,2,19,15,40,3,21,0,154
"020910413","02","Caba","02091","Comuna 13",2,5,23,0,0,22,89,0,0,12,74,60,165,6,58,3,519
"020910414","02","Caba","02091","Comuna 13",2,4,23,0,0,29,77,0,0,17,55,61,182,5,53,2,510
"020910415","02","Caba","02091","Comuna 13",1,2,14,0,0,14,42,0,1,13,56,46,164,8,76,7,444
"020910416","02","Caba","02091","Comuna 13",0,4,16,1,0,19,56,0,2,15,51,50,133,5,60,3,415
"020910501","02","Caba","02091","Comuna 13",1,6,34,1,0,41,109,0,2,20,76,58,152,3,50,4,557
"020910502","02","Caba","02091","Comuna 13",1,7,31,1,1,58,162,0,3,33,140,74,232,10,80,6,839
"020910503","02","Caba","02091","Comuna 13",0,3,8,0,0,16,58,0,3,8,57,55,109,4,47,4,372
"020910504","02","Caba","02091","Comuna 13",1,7,45,0,0,29,116,1,4,29,93,71,209,15,75,3,698
"020910505","02","Caba","02091","Comuna 13",0,5,27,0,1,44,132,1,2,29,101,81,219,5,82,7,736
"020910506","02","Caba","02091","Comuna 13",1,9,31,0,1,27,100,0,2,32,94,57,218,8,73,4,657
"020910507","02","Caba","02091","Comuna 13",3,10,31,0,0,34,143,0,2,23,88,78,213,10,77,4,716
"020910508","02","Caba","02091","Comuna 13",2,5,31,0,0,31,134,1,3,25,118,111,317,20,113,10,921
"020910509","02","Caba","02091","Comuna 13",0,2,14,0,1,30,74,0,0,8,78,46,154,11,76,8,502
"020910510","02","Caba","02091","Comuna 13",5,4,29,0,0,24,78,1,2,18,63,62,117,4,53,4,464
"020910511","02","Caba","02091","Comuna 13",9,0,9,0,1,20,56,0,1,13,58,68,157,13,64,3,472
"020910512","02","Caba","02091","Comuna 13",0,0,7,0,0,13,36,1,0,13,37,36,85,4,51,3,286
"020910601","02","Caba","02091","Comuna 13",3,4,33,0,0,36,87,1,3,20,77,49,121,3,45,7,489
"020910602","02","Caba","02091","Comuna 13",8,10,31,0,1,40,134,0,0,29,106,67,216,17,106,4,769
"020910603","02","Caba","02091","Comuna 13",12,4,25,0,0,39,118,2,3,27,99,88,199,6,82,4,708
"020910604","02","Caba","02091","Comuna 13",3,5,19,0,0,32,109,0,5,19,99,82,253,13,82,5,726
"020910605","02","Caba","02091","Comuna 13",6,11,41,0,2,41,136,0,4,24,105,81,225,9,77,9,771
"020910606","02","Caba","02091","Comuna 13",1,5,29,1,1,21,100,1,2,36,104,58,212,9,80,3,663
"020910607","02","Caba","02091","Comuna 13",29,8,34,1,1,45,127,1,9,27,100,76,240,9,70,4,781
"020910608","02","Caba","02091","Comuna 13",0,2,39,0,1,43,130,2,6,15,84,54,142,6,36,3,563
"020910701","02","Caba","02091","Comuna 13",0,1,24,0,0,25,85,0,1,16,63,32,119,3,43,2,414
"020910702","02","Caba","02091","Comuna 13",3,2,22,0,0,22,89,0,1,11,55,30,103,6,42,1,387
"020910703","02","Caba","02091","Comuna 13",2,3,45,0,2,38,143,0,1,33,138,92,295,10,88,7,897
"020910704","02","Caba","02091","Comuna 13",1,5,23,1,0,23,103,0,3,20,94,59,192,8,63,5,600
"020910705","02","Caba","02091","Comuna 13",4,4,25,1,0,45,124,0,3,23,100,64,200,11,80,8,692
"020910706","02","Caba","02091","Comuna 13",4,3,31,0,0,25,102,0,0,24,74,74,193,8,55,0,593
"020910707","02","Caba","02091","Comuna 13",4,1,35,0,2,37,81,1,2,28,96,83,200,15,81,6,672
"020910708","02","Caba","02091","Comuna 13",0,1,34,0,0,22,75,0,1,22,92,61,196,8,86,5,603
"020910709","02","Caba","02091","Comuna 13",1,1,37,0,0,30,134,0,0,33,110,85,273,18,103,5,830
"020910801","02","Caba","02091","Comuna 13",0,3,20,0,0,22,59,0,2,15,72,41,160,12,76,7,489
"020910802","02","Caba","02091","Comuna 13",3,4,23,0,0,30,66,0,5,15,64,38,114,6,43,1,412
"020910803","02","Caba","02091","Comuna 13",0,4,22,0,1,15,87,0,4,8,69,54,131,8,48,7,458
"020910804","02","Caba","02091","Comuna 13",0,7,24,1,1,27,121,0,4,32,86,69,226,11,101,6,716
"020910805","02","Caba","02091","Comuna 13",2,3,24,0,0,39,128,0,2,30,110,89,318,20,137,11,913
"020910806","02","Caba","02091","Comuna 13",0,3,29,1,0,18,76,0,0,15,64,55,149,4,46,6,466
"020910807","02","Caba","02091","Comuna 13",0,1,25,0,0,27,88,0,0,18,69,39,159,7,66,1,500
"020910808","02","Caba","02091","Comuna 13",2,7,45,0,1,35,145,1,0,18,96,81,206,10,83,2,732
"020910809","02","Caba","02091","Comuna 13",1,6,30,0,0,33,110,1,1,26,83,69,195,9,70,3,637
"020910810","02","Caba","02091","Comuna 13",0,3,22,0,0,23,77,1,1,13,69,54,149,1,41,2,456
"020910811","02","Caba","02091","Comuna 13",0,3,10,0,0,8,65,0,1,14,63,32,189,8,80,4,477
"020910901","02","Caba","02091","Comuna 13",0,2,24,1,1,29,73,1,3,11,67,38,168,3,80,3,504
"020910902","02","Caba","02091","Comuna 13",11,7,35,0,0,35,103,0,8,19,87,60,185,13,85,4,652
"020910903","02","Caba","02091","Comuna 13",0,3,14,0,1,13,71,0,4,15,56,49,100,4,50,6,386
"020910904","02","Caba","02091","Comuna 13",0,3,19,0,0,32,88,0,0,12,69,50,148,2,50,7,480
"020910905","02","Caba","02091","Comuna 13",0,2,20,1,0,19,79,0,4,15,57,49,170,8,66,9,499
"020910906","02","Caba","02091","Comuna 13",0,4,26,1,0,21,87,0,2,18,72,56,170,7,78,7,549
"020910907","02","Caba","02091","Comuna 13",0,7,22,0,0,22,91,1,2,19,69,66,139,4,65,3,510
"020910908","02","Caba","02091","Comuna 13",2,5,24,0,0,13,93,0,2,15,79,39,202,7,84,5,570
"020910909","02","Caba","02091","Comuna 13",0,3,17,0,0,25,104,0,1,13,87,55,195,4,94,4,602
"020910910","02","Caba","02091","Comuna 13",0,3,29,0,0,26,72,1,3,10,54,44,152,3,66,4,467
"020910911","02","Caba","02091","Comuna 13",3,0,6,0,0,9,57,0,1,7,49,38,164,5,72,2,413
"020911001","02","Caba","02091","Comuna 13",3,2,10,0,0,18,72,0,2,21,87,82,207,4,70,6,584
"020911002","02","Caba","02091","Comuna 13",4,2,14,0,1,14,46,0,2,7,45,47,134,3,50,6,375
"020911003","02","Caba","02091","Comuna 13",12,4,11,0,0,14,70,0,0,9,43,38,111,3,42,3,360
"020911004","02","Caba","02091","Comuna 13",2,1,12,0,1,20,52,0,0,8,44,42,112,5,45,4,348
"020911005","02","Caba","02091","Comuna 13",2,2,31,0,2,38,124,1,3,20,81,57,153,4,56,7,581
"020911006","02","Caba","02091","Comuna 13",2,1,25,0,0,28,109,0,1,16,89,67,177,14,58,5,592
"020911007","02","Caba","02091","Comuna 13",0,3,23,1,1,17,76,1,0,17,74,48,160,8,63,1,493
"020911008","02","Caba","02091","Comuna 13",0,4,30,0,0,32,117,0,2,21,74,70,237,6,97,3,693
"020911009","02","Caba","02091","Comuna 13",0,6,23,0,0,22,96,0,1,15,59,52,186,3,49,1,513
"020911010","02","Caba","02091","Comuna 13",4,9,52,1,0,39,134,0,3,19,91,58,155,7,41,4,617
"020911011","02","Caba","02091","Comuna 13",1,6,15,0,0,23,78,0,2,13,66,42,125,3,41,7,422
"020911012","02","Caba","02091","Comuna 13",0,3,9,1,0,17,46,0,0,9,40,42,122,4,41,5,339
"020911013","02","Caba","02091","Comuna 13",0,2,9,0,0,12,41,0,1,10,53,44,102,10,62,5,351
"020911014","02","Caba","02091","Comuna 13",5,8,24,1,0,26,91,0,3,27,80,54,198,5,63,6,591
"020911015","02","Caba","02091","Comuna 13",4,3,13,0,0,19,67,0,2,8,50,42,119,8,34,1,370
"020911101","02","Caba","02091","Comuna 13",0,3,11,0,0,10,50,0,1,9,41,17,93,3,38,3,279
"020911102","02","Caba","02091","Comuna 13",0,6,21,0,0,20,84,2,2,17,70,47,186,9,72,9,545
"020911103","02","Caba","02091","Comuna 13",0,3,18,0,1,15,73,2,0,17,65,45,124,2,53,6,424
"020911104","02","Caba","02091","Comuna 13",0,4,15,0,2,20,91,0,1,9,60,32,97,3,38,5,377
"020911105","02","Caba","02091","Comuna 13",1,2,15,0,0,20,75,0,0,10,42,23,88,2,50,1,329
"020911106","02","Caba","02091","Comuna 13",1,7,24,0,0,37,122,0,2,17,77,79,199,3,98,6,672
"020911107","02","Caba","02091","Comuna 13",4,6,26,0,0,30,96,0,1,16,57,51,186,12,88,9,582
"020911201","02","Caba","02091","Comuna 13",2,5,28,0,0,26,75,0,0,13,79,51,147,9,82,0,517
"020911202","02","Caba","02091","Comuna 13",1,1,21,0,0,23,66,0,0,13,91,38,206,5,75,2,542
"020911203","02","Caba","02091","Comuna 13",13,6,11,0,0,24,54,0,0,5,53,29,132,7,51,4,389
"020911204","02","Caba","02091","Comuna 13",7,2,12,0,1,16,67,1,0,12,68,55,228,8,109,3,589
"020911205","02","Caba","02091","Comuna 13",0,4,28,0,0,25,120,1,0,22,86,74,380,8,168,6,922
"020911206","02","Caba","02091","Comuna 13",1,8,12,0,0,16,56,0,1,12,48,37,123,2,70,2,388
"020911207","02","Caba","02091","Comuna 13",0,8,45,2,0,65,114,1,2,16,50,45,140,11,71,7,577
"020911208","02","Caba","02091","Comuna 13",2,2,17,0,0,28,88,0,2,16,70,37,129,5,68,2,466
"020911209","02","Caba","02091","Comuna 13",2,10,17,1,1,29,112,0,3,21,103,64,258,11,140,12,784
"020911210","02","Caba","02091","Comuna 13",0,2,20,0,0,26,77,1,2,8,60,46,138,9,63,5,457
"020911301","02","Caba","02091","Comuna 13",0,2,23,0,0,26,108,0,1,14,72,66,224,4,114,11,665
"020911302","02","Caba","02091","Comuna 13",1,4,24,0,1,19,67,0,0,15,31,21,47,0,14,4,248
"020911303","02","Caba","02091","Comuna 13",0,1,25,0,0,39,111,0,1,17,71,56,157,7,52,2,539
"020911304","02","Caba","02091","Comuna 13",4,5,30,0,0,25,105,0,5,24,77,71,159,11,81,6,603
"020911305","02","Caba","02091","Comuna 13",3,5,37,1,1,40,107,0,5,15,99,75,144,5,57,10,604
"020911306","02","Caba","02091","Comuna 13",0,0,15,0,0,13,53,0,0,3,33,27,66,0,30,1,241
"020911307","02","Caba","02091","Comuna 13",1,5,10,0,1,26,88,1,1,26,59,54,192,8,61,4,537
"020911308","02","Caba","02091","Comuna 13",1,4,20,0,1,15,59,1,1,5,57,34,144,5,104,6,457
"020911309","02","Caba","02091","Comuna 13",4,1,11,0,1,11,54,0,1,14,56,39,183,6,84,11,476
"020911310","02","Caba","02091","Comuna 13",2,3,20,0,0,20,91,0,2,9,70,60,215,6,99,3,600
"020911311","02","Caba","02091","Comuna 13",0,1,15,0,0,16,61,1,1,6,27,43,149,2,68,5,395
"020911312","02","Caba","02091","Comuna 13",1,1,21,0,1,19,57,0,0,16,58,29,207,4,109,3,526
"020911313","02","Caba","02091","Comuna 13",0,2,18,0,0,10,59,0,0,5,50,36,134,3,45,2,364
"020911314","02","Caba","02091","Comuna 13",3,3,16,0,0,19,65,0,1,12,62,71,194,9,109,5,569
"020911315","02","Caba","02091","Comuna 13",1,2,14,0,2,17,57,0,2,13,59,45,186,7,88,3,496
"020911401","02","Caba","02091","Comuna 13",11,4,27,0,0,17,76,0,8,14,67,53,184,9,78,5,553
"020911402","02","Caba","02091","Comuna 13",3,3,11,0,0,10,47,0,1,5,36,21,74,2,36,0,249
"020911403","02","Caba","02091","Comuna 13",3,5,15,0,0,20,75,2,3,12,56,57,161,11,60,5,485
"020911404","02","Caba","02091","Comuna 13",5,5,11,0,0,17,93,1,0,15,54,48,163,4,95,4,515
"020911405","02","Caba","02091","Comuna 13",0,3,10,0,0,20,65,0,1,7,51,29,132,5,45,4,372
"020911406","02","Caba","02091","Comuna 13",0,3,16,0,1,29,80,0,1,15,81,52,233,8,100,3,622
"020911407","02","Caba","02091","Comuna 13",0,0,15,0,0,12,38,0,2,6,45,20,96,5,37,0,276
"020911408","02","Caba","02091","Comuna 13",3,0,20,0,1,15,66,0,3,8,71,44,146,9,61,4,451
"020911409","02","Caba","02091","Comuna 13",0,2,27,0,0,23,76,0,4,7,55,44,142,2,75,1,458
"020911410","02","Caba","02091","Comuna 13",12,1,20,0,0,18,76,0,1,11,77,28,211,2,86,9,552
"020911411","02","Caba","02091","Comuna 13",12,1,16,0,2,19,93,0,1,9,50,37,168,3,80,2,493
"020911501","02","Caba","02091","Comuna 13",2,2,25,0,0,31,94,0,2,12,90,53,143,6,71,7,538
"020911502","02","Caba","02091","Comuna 13",3,7,25,0,0,18,121,0,1,22,76,53,167,4,62,5,564
"020911503","02","Caba","02091","Comuna 13",19,7,30,1,1,22,95,0,8,16,71,61,158,6,59,6,560
"020911504","02","Caba","02091","Comuna 13",15,2,17,0,0,14,64,1,1,17,36,30,85,3,38,1,324
"020911505","02","Caba","02091","Comuna 13",0,6,28,0,0,22,120,0,3,17,93,72,214,14,104,10,703
"020911506","02","Caba","02091","Comuna 13",1,4,15,0,2,13,68,0,2,9,60,52,159,3,61,5,454
"020911507","02","Caba","02091","Comuna 13",22,5,17,0,1,26,91,1,8,19,99,53,163,8,77,3,593
"020911508","02","Caba","02091","Comuna 13",1,0,19,1,1,30,81,0,1,21,68,57,148,8,60,5,501
"020911509","02","Caba","02091","Comuna 13",4,7,29,0,0,40,118,0,3,31,82,70,210,12,78,5,689
"020911510","02","Caba","02091","Comuna 13",18,3,24,0,0,30,104,2,2,15,69,65,148,8,64,5,557
"020911511","02","Caba","02091","Comuna 13",32,5,24,1,0,30,92,1,9,19,64,53,173,13,86,3,605
"020911512","02","Caba","02091","Comuna 13",1,1,19,0,0,19,56,0,4,21,61,46,129,4,46,2,409
"020911601","02","Caba","02091","Comuna 13",1,14,37,0,0,33,123,0,1,20,125,88,222,4,89,8,765
"020911602","02","Caba","02091","Comuna 13",2,7,37,0,0,43,117,1,3,20,90,55,192,6,61,4,638
"020911603","02","Caba","02091","Comuna 13",0,6,35,1,0,28,103,0,0,18,64,41,142,6,44,6,494
"020911604","02","Caba","02091","Comuna 13",4,0,23,0,0,23,106,0,1,11,88,61,170,10,52,6,555
"020911605","02","Caba","02091","Comuna 13",5,2,14,1,1,20,76,0,0,17,57,35,97,3,45,3,376
"020911606","02","Caba","02091","Comuna 13",2,7,19,0,1,32,107,1,3,11,58,47,109,3,43,2,445
"020911607","02","Caba","02091","Comuna 13",9,10,23,0,0,31,126,1,2,16,73,56,200,4,69,8,628
"020911608","02","Caba","02091","Comuna 13",11,4,33,0,0,25,97,0,1,8,54,58,170,6,66,5,538
"020911609","02","Caba","02091","Comuna 13",4,1,31,0,1,20,83,0,1,18,62,44,185,11,67,3,531
"020911610","02","Caba","02091","Comuna 13",6,7,21,0,0,31,102,0,4,13,80,54,170,12,67,7,574
"020911611","02","Caba","02091","Comuna 13",2,2,39,0,0,27,94,0,7,17,87,44,190,4,58,4,575
"020911612","02","Caba","02091","Comuna 13",8,5,12,0,0,27,96,1,2,21,77,54,166,5,67,1,542
"020911613","02","Caba","02091","Comuna 13",1,2,22,0,0,11,54,0,3,13,58,37,123,5,43,2,374
"020911701","02","Caba","02091","Comuna 13",0,4,24,0,0,19,114,0,3,15,62,59,191,9,70,3,573
"020911702","02","Caba","02091","Comuna 13",0,4,7,0,0,19,39,0,3,17,44,39,115,6,56,3,352
"020911703","02","Caba","02091","Comuna 13",3,9,40,0,1,41,128,0,6,32,84,88,256,20,97,4,809
"020911704","02","Caba","02091","Comuna 13",1,5,16,0,0,12,54,0,1,9,65,48,131,5,55,1,403
"020911705","02","Caba","02091","Comuna 13",0,8,25,0,0,41,101,0,3,34,92,73,187,8,78,13,663
"020911706","02","Caba","02091","Comuna 13",0,0,16,0,0,16,74,0,2,15,102,68,179,5,82,3,562
"020911707","02","Caba","02091","Comuna 13",0,2,25,1,0,15,87,0,0,21,86,82,223,10,100,1,653
"020911708","02","Caba","02091","Comuna 13",0,5,14,0,2,16,82,0,3,17,58,58,153,4,58,3,473
"020911709","02","Caba","02091","Comuna 13",2,5,43,0,0,34,127,0,3,23,94,82,251,9,114,5,792
"020911710","02","Caba","02091","Comuna 13",1,7,18,0,4,28,126,0,7,30,70,81,240,2,118,1,733
"020911711","02","Caba","02091","Comuna 13",2,8,12,0,0,24,63,0,1,17,66,52,160,4,71,2,482
"020911712","02","Caba","02091","Comuna 13",0,4,23,0,1,19,84,0,2,8,51,37,135,9,44,4,421
"020911713","02","Caba","02091","Comuna 13",1,6,27,0,0,27,122,0,1,18,88,73,268,4,91,2,728
"020911801","02","Caba","02091","Comuna 13",3,2,31,0,0,44,102,0,3,19,76,83,192,13,84,3,655
"020911802","02","Caba","02091","Comuna 13",24,6,33,0,2,30,99,0,7,18,71,46,135,7,61,5,544
"020911803","02","Caba","02091","Comuna 13",46,11,38,1,0,45,122,1,5,10,88,70,184,7,67,3,698
"020911804","02","Caba","02091","Comuna 13",27,9,20,0,1,40,87,3,1,17,66,58,131,8,58,4,530
"020911805","02","Caba","02091","Comuna 13",9,0,14,0,3,16,63,0,1,10,52,68,172,8,88,5,509
"020911806","02","Caba","02091","Comuna 13",16,4,26,0,0,24,65,0,0,14,53,42,152,3,54,5,458
"020911807","02","Caba","02091","Comuna 13",5,3,19,1,1,25,64,3,1,13,58,78,198,5,100,5,579
"020911808","02","Caba","02091","Comuna 13",19,9,14,0,0,15,94,2,2,14,63,52,168,6,76,3,537
"020911809","02","Caba","02091","Comuna 13",3,5,14,0,0,7,46,0,0,4,34,34,99,4,68,1,319
"020911810","02","Caba","02091","Comuna 13",25,4,19,0,1,12,59,0,2,10,57,43,203,12,91,5,543
"020911901","02","Caba","02091","Comuna 13",3,3,15,1,0,31,100,0,0,17,68,55,197,8,82,3,583
"020911902","02","Caba","02091","Comuna 13",3,9,24,0,0,37,95,0,2,16,80,87,222,7,88,3,673
"020911903","02","Caba","02091","Comuna 13",3,6,23,0,1,19,74,0,1,11,72,54,174,9,75,6,528
"020911904","02","Caba","02091","Comuna 13",0,3,14,0,0,15,72,0,2,9,60,41,155,4,74,1,450
"020911905","02","Caba","02091","Comuna 13",0,6,20,0,1,16,78,1,0,21,75,44,209,9,97,3,580
"020911906","02","Caba","02091","Comuna 13",0,1,10,0,1,20,65,1,1,17,57,39,88,5,33,1,339
"020911907","02","Caba","02091","Comuna 13",1,3,11,2,0,17,56,1,0,15,62,32,127,6,69,4,406
"020911908","02","Caba","02091","Comuna 13",0,3,18,0,1,12,55,1,1,16,60,57,140,7,95,3,469
"020911909","02","Caba","02091","Comuna 13",0,7,20,0,0,17,63,0,4,19,73,52,167,5,47,5,479
"020911910","02","Caba","02091","Comuna 13",2,6,11,0,0,25,107,0,0,15,86,54,251,10,122,5,694
"020911911","02","Caba","02091","Comuna 13",0,0,10,0,0,13,39,1,1,6,33,27,77,1,29,1,238
"020911912","02","Caba","02091","Comuna 13",0,3,8,0,1,18,65,1,1,14,66,51,152,8,81,7,476
"020912001","02","Caba","02091","Comuna 13",3,1,16,1,3,19,79,0,1,10,55,55,175,7,68,1,494
"020912002","02","Caba","02091","Comuna 13",17,6,35,0,3,33,105,0,2,18,87,59,203,11,92,2,673
"020912003","02","Caba","02091","Comuna 13",9,2,20,0,1,11,53,1,3,17,47,35,117,9,40,4,369
"020912004","02","Caba","02091","Comuna 13",6,5,17,0,0,21,95,0,0,23,51,53,158,14,72,3,518
"020912005","02","Caba","02091","Comuna 13",2,4,19,0,0,16,64,0,0,6,75,37,133,5,61,7,429
"020912006","02","Caba","02091","Comuna 13",9,5,37,0,1,33,102,0,1,21,107,82,206,12,98,4,718
"020912007","02","Caba","02091","Comuna 13",11,3,26,0,1,14,75,0,1,11,84,44,205,13,64,5,557
"020912008","02","Caba","02091","Comuna 13",7,3,29,0,1,24,89,1,0,24,81,71,228,14,86,1,659
"020912009","02","Caba","02091","Comuna 13",2,7,19,0,1,17,79,0,1,12,63,37,154,4,65,4,465
"020912010","02","Caba","02091","Comuna 13",3,5,21,0,1,18,78,0,2,8,59,44,142,9,57,1,448
