"radios","cod_prov","Provincia","cod_depto","Departamento","PNIV_ASI_Sin instrucción","PNIV_ASI_Primario incompleto","PNIV_ASI_Primario completo","PNIV_ASI_EGB incompleto","PNIV_ASI_EGB completo","PNIV_ASI_Secundario incompleto","PNIV_ASI_Secundario completo","PNIV_ASI_Polimodal incompleto","PNIV_ASI_Polimodal completo","PNIV_ASI_Terciario no universitario incompleto","PNIV_ASI_Terciario no universitario completo","PNIV_ASI_Universitario de grado incompleto","PNIV_ASI_Universitario de grado completo","PNIV_ASI_Posgrado (especialización, maestría o doctorado) incompleto","PNIV_ASI_Posgrado (especialización, maestría o doctorado) completo","PNIV_ASI_Ignorado","Total"
"020351506","02","Caba","02035","Comuna 5",21,11,38,0,1,67,120,2,2,17,67,39,130,5,36,6,562
"020351507","02","Caba","02035","Comuna 5",4,8,36,0,0,39,105,0,2,17,61,45,108,4,28,7,464
"020351508","02","Caba","02035","Comuna 5",1,9,51,0,1,65,113,0,0,22,36,41,59,5,21,3,427
"020351509","02","Caba","02035","Comuna 5",2,9,30,0,0,45,95,0,1,8,42,36,47,2,13,4,334
"020351601","02","Caba","02035","Comuna 5",1,12,67,0,0,53,178,0,1,27,111,76,146,4,41,11,728
"020351602","02","Caba","02035","Comuna 5",2,14,54,1,0,50,112,0,0,19,60,39,78,4,16,4,453
"020351603","02","Caba","02035","Comuna 5",5,6,33,0,0,49,84,1,4,11,51,34,40,3,15,3,339
"020351604","02","Caba","02035","Comuna 5",2,15,79,1,10,92,211,0,4,23,91,43,89,4,28,7,699
"020351605","02","Caba","02035","Comuna 5",2,12,63,0,1,63,164,0,2,35,94,60,123,4,29,4,656
"020351606","02","Caba","02035","Comuna 5",1,9,60,1,2,57,128,1,4,16,80,58,100,7,28,6,558
"020351607","02","Caba","02035","Comuna 5",6,8,48,0,2,50,105,1,0,18,62,55,74,6,32,3,470
"020351608","02","Caba","02035","Comuna 5",9,6,71,1,2,55,168,1,3,37,88,61,122,10,41,7,682
"020351609","02","Caba","02035","Comuna 5",1,11,50,1,2,87,140,0,2,24,97,59,107,3,29,8,621
"020351610","02","Caba","02035","Comuna 5",7,12,62,0,0,94,190,1,6,35,112,93,142,12,48,3,817
"020351611","02","Caba","02035","Comuna 5",0,7,48,0,2,32,136,1,1,18,56,50,110,5,42,5,513
"020351612","02","Caba","02035","Comuna 5",1,4,19,0,0,19,68,0,2,15,44,29,58,5,24,0,288
"020351701","02","Caba","02035","Comuna 5",2,12,44,0,0,62,128,0,1,26,68,42,129,6,26,4,550
"020351702","02","Caba","02035","Comuna 5",6,10,45,0,1,53,137,1,4,18,77,48,106,6,32,3,547
"020351703","02","Caba","02035","Comuna 5",1,7,35,0,0,37,113,0,1,21,60,38,88,1,28,5,435
"020351704","02","Caba","02035","Comuna 5",2,11,52,0,0,70,120,1,0,21,71,54,120,5,38,5,570
"020351705","02","Caba","02035","Comuna 5",0,6,27,0,0,25,105,0,1,22,92,65,159,4,59,4,569
"020351706","02","Caba","02035","Comuna 5",0,4,41,1,0,34,109,0,0,23,86,60,157,7,43,4,569
"020351707","02","Caba","02035","Comuna 5",2,16,39,0,0,60,134,0,0,19,95,50,98,3,35,7,558
"020351708","02","Caba","02035","Comuna 5",5,12,49,0,0,60,145,0,4,26,114,70,125,7,41,9,667
"020351709","02","Caba","02035","Comuna 5",1,9,37,0,0,62,123,0,1,14,57,46,87,0,22,5,464
"020351710","02","Caba","02035","Comuna 5",0,10,33,0,0,55,130,0,2,32,105,63,134,2,34,5,605
"020351711","02","Caba","02035","Comuna 5",0,7,38,0,0,53,147,0,2,25,123,86,175,12,63,7,738
"020351801","02","Caba","02035","Comuna 5",3,6,45,0,1,48,137,1,1,30,128,57,192,5,55,8,717
"020351802","02","Caba","02035","Comuna 5",0,5,43,0,4,49,147,1,3,19,103,64,152,6,45,9,650
"020351803","02","Caba","02035","Comuna 5",5,14,50,0,0,74,177,0,3,31,109,102,187,11,62,8,833
"020351804","02","Caba","02035","Comuna 5",5,12,19,0,1,57,116,0,3,14,59,42,109,7,34,6,484
"020351805","02","Caba","02035","Comuna 5",3,6,39,0,1,65,129,1,2,28,77,53,120,2,47,4,577
"020351806","02","Caba","02035","Comuna 5",11,4,22,0,0,42,67,0,2,20,73,49,74,1,27,0,392
"020351807","02","Caba","02035","Comuna 5",1,8,33,0,0,45,113,1,0,18,77,41,97,5,30,5,474
"020351808","02","Caba","02035","Comuna 5",4,7,26,0,0,35,84,1,1,10,36,19,40,1,20,2,286
"020351809","02","Caba","02035","Comuna 5",6,11,54,1,1,55,113,0,1,15,66,62,84,5,25,4,503
"020351810","02","Caba","02035","Comuna 5",2,3,51,0,0,44,136,0,2,10,77,57,104,3,32,6,527
"020351811","02","Caba","02035","Comuna 5",3,3,34,0,1,52,125,0,0,24,110,62,137,2,40,9,602
"020351901","02","Caba","02035","Comuna 5",4,16,45,0,1,45,136,0,0,27,69,49,121,3,39,4,559
"020351902","02","Caba","02035","Comuna 5",2,10,42,0,0,53,145,1,3,20,70,44,82,5,23,3,503
"020351903","02","Caba","02035","Comuna 5",6,19,60,0,2,81,149,1,0,28,91,56,90,7,35,11,636
"020351904","02","Caba","02035","Comuna 5",1,14,52,1,0,74,156,0,1,21,96,39,100,5,39,5,604
"020351905","02","Caba","02035","Comuna 5",3,13,60,0,0,65,141,0,5,21,62,44,76,4,28,5,527
"020351906","02","Caba","02035","Comuna 5",0,11,57,0,2,67,167,1,1,21,99,56,129,3,30,7,651
"020351907","02","Caba","02035","Comuna 5",1,5,33,0,3,36,87,0,0,8,49,22,57,1,18,4,324
"020351908","02","Caba","02035","Comuna 5",0,9,65,0,0,69,165,1,10,28,86,80,128,5,36,9,691
"020351909","02","Caba","02035","Comuna 5",1,7,37,0,0,42,122,0,1,15,66,36,70,1,29,5,432
"020351910","02","Caba","02035","Comuna 5",1,6,57,0,0,67,151,1,1,29,66,63,131,5,39,6,623
"020351911","02","Caba","02035","Comuna 5",1,9,64,2,0,64,187,1,1,36,112,68,140,7,42,5,739
"020352001","02","Caba","02035","Comuna 5",2,5,48,0,2,45,169,2,1,27,70,50,113,4,24,6,568
"020352002","02","Caba","02035","Comuna 5",9,15,62,1,1,74,207,3,5,36,130,79,156,7,35,7,827
"020352003","02","Caba","02035","Comuna 5",1,16,100,0,1,108,173,1,5,22,92,64,91,5,31,10,720
"020352004","02","Caba","02035","Comuna 5",0,8,46,0,0,74,138,0,2,20,56,38,80,2,26,13,503
"020352005","02","Caba","02035","Comuna 5",0,10,48,0,0,64,154,0,1,16,70,59,82,2,16,11,533
"020352006","02","Caba","02035","Comuna 5",1,14,69,0,2,90,180,0,1,25,91,38,80,4,17,13,625
"020352007","02","Caba","02035","Comuna 5",0,7,33,0,0,59,99,0,2,15,67,38,66,2,21,6,415
"020352008","02","Caba","02035","Comuna 5",3,8,89,0,0,85,167,2,2,30,69,54,108,5,18,6,646
"020352009","02","Caba","02035","Comuna 5",1,12,59,1,0,51,160,0,6,14,91,37,65,5,25,3,530
"020352010","02","Caba","02035","Comuna 5",10,18,70,0,0,80,180,2,0,34,103,73,87,3,27,10,697
"020352011","02","Caba","02035","Comuna 5",16,16,74,0,0,58,108,0,2,22,50,46,70,0,15,2,479
"020352012","02","Caba","02035","Comuna 5",17,9,54,1,0,61,167,1,0,15,86,64,91,4,35,4,609
"020352101","02","Caba","02035","Comuna 5",0,1,18,0,0,22,89,2,2,16,69,48,103,2,30,1,403
"020352102","02","Caba","02035","Comuna 5",0,8,64,0,1,75,157,0,3,26,79,43,88,6,17,2,569
"020352103","02","Caba","02035","Comuna 5",0,11,45,0,3,64,108,0,2,19,56,61,67,4,22,8,470
"020352104","02","Caba","02035","Comuna 5",0,14,60,1,2,80,211,1,1,21,106,80,130,1,46,14,768
"020352105","02","Caba","02035","Comuna 5",0,8,39,0,1,39,125,0,0,20,80,38,87,2,22,4,465
"020352106","02","Caba","02035","Comuna 5",0,7,41,0,1,53,140,0,3,26,80,56,89,3,24,7,530
"020352107","02","Caba","02035","Comuna 5",0,6,51,0,1,58,154,0,0,26,76,47,92,7,26,6,550
"020352108","02","Caba","02035","Comuna 5",0,6,33,0,0,45,109,0,3,16,48,36,61,4,10,2,373
"020352109","02","Caba","02035","Comuna 5",0,7,31,1,0,36,110,0,2,11,61,34,63,7,22,9,394
"020352110","02","Caba","02035","Comuna 5",4,9,42,1,0,50,100,0,1,19,56,30,66,2,14,1,395
"020352111","02","Caba","02035","Comuna 5",3,20,37,0,0,56,143,2,1,17,58,38,76,4,27,3,485
"020352112","02","Caba","02035","Comuna 5",6,4,40,0,2,56,91,1,1,15,69,49,99,2,30,6,471
"020352201","02","Caba","02035","Comuna 5",1,8,53,0,1,55,159,1,0,29,51,40,66,4,36,3,507
"020352202","02","Caba","02035","Comuna 5",0,12,62,0,2,88,180,0,2,20,71,54,75,1,28,4,599
"020352203","02","Caba","02035","Comuna 5",1,11,50,1,0,63,146,0,1,25,91,47,102,2,24,8,572
"020352204","02","Caba","02035","Comuna 5",0,8,61,0,2,78,168,0,5,30,98,70,129,4,38,6,697
"020352205","02","Caba","02035","Comuna 5",1,8,34,0,1,65,108,0,0,16,78,41,73,2,22,3,452
"020352206","02","Caba","02035","Comuna 5",2,10,62,0,2,70,119,1,3,25,72,61,96,5,30,10,568
"020352207","02","Caba","02035","Comuna 5",0,31,117,0,2,169,301,1,6,39,106,103,130,5,34,12,1056
"020352208","02","Caba","02035","Comuna 5",0,10,54,0,0,49,107,0,0,20,54,24,54,3,24,2,401
"020352209","02","Caba","02035","Comuna 5",0,16,73,1,1,81,170,0,1,28,104,55,76,3,21,7,637
"020352210","02","Caba","02035","Comuna 5",1,9,39,0,3,73,125,1,3,29,67,45,73,3,18,4,493
"020352211","02","Caba","02035","Comuna 5",2,17,63,0,0,64,157,0,1,17,71,43,76,2,14,4,531
"020352212","02","Caba","02035","Comuna 5",0,18,72,0,1,67,164,0,1,23,81,48,85,2,23,4,589
"020352213","02","Caba","02035","Comuna 5",0,13,47,1,2,46,101,0,6,20,50,23,48,2,8,5,372
"020420101","02","Caba","02042","Comuna 6",3,6,37,0,0,49,121,4,8,11,59,46,89,9,21,5,468
"020420102","02","Caba","02042","Comuna 6",23,14,48,1,0,70,138,2,7,28,76,54,79,4,20,9,573
"020420103","02","Caba","02042","Comuna 6",29,20,53,0,0,67,142,2,2,23,93,67,107,4,26,7,642
"020420104","02","Caba","02042","Comuna 6",28,12,41,0,4,60,125,3,7,28,81,51,105,3,20,9,577
"020420105","02","Caba","02042","Comuna 6",4,11,35,0,1,76,163,0,4,22,97,90,161,6,60,5,735
"020420106","02","Caba","02042","Comuna 6",1,7,49,1,1,74,156,3,6,27,115,60,149,16,38,8,711
"020420107","02","Caba","02042","Comuna 6",1,4,39,0,0,47,115,0,0,15,63,32,70,1,26,4,417
"020420108","02","Caba","02042","Comuna 6",13,9,33,0,1,64,122,5,1,22,68,42,86,5,25,7,503
"020420109","02","Caba","02042","Comuna 6",5,3,30,0,0,54,104,0,1,16,62,49,72,3,34,3,436
"020420110","02","Caba","02042","Comuna 6",8,5,15,0,1,24,75,0,4,12,37,34,71,3,23,4,316
"020420111","02","Caba","02042","Comuna 6",33,5,50,0,0,68,157,1,7,21,102,51,143,5,35,7,685
"020420112","02","Caba","02042","Comuna 6",3,2,36,0,0,32,95,0,2,15,59,45,83,4,20,1,397
"020420201","02","Caba","02042","Comuna 6",10,6,41,0,0,53,138,3,7,23,135,97,195,8,91,4,811
"020420202","02","Caba","02042","Comuna 6",1,6,34,1,0,38,120,1,0,20,115,72,149,6,47,7,617
"020420203","02","Caba","02042","Comuna 6",14,3,29,0,0,29,93,4,2,15,54,70,107,9,31,4,464
"020420204","02","Caba","02042","Comuna 6",3,10,34,0,0,41,83,0,1,11,63,53,114,5,34,4,456
"020420205","02","Caba","02042","Comuna 6",0,3,17,0,1,29,78,0,1,25,75,48,93,5,33,1,409
"020420206","02","Caba","02042","Comuna 6",1,1,37,0,0,46,121,1,1,25,104,60,143,5,65,2,612
"020420207","02","Caba","02042","Comuna 6",7,2,24,0,0,31,122,0,2,35,67,71,169,8,40,6,584
"020420208","02","Caba","02042","Comuna 6",6,7,35,2,0,46,116,0,1,21,93,77,161,10,56,11,642
"020420209","02","Caba","02042","Comuna 6",0,4,15,0,1,29,90,0,0,25,42,26,72,5,34,6,349
"020420210","02","Caba","02042","Comuna 6",6,8,38,0,0,40,165,1,5,28,85,68,157,7,47,6,661
"020420211","02","Caba","02042","Comuna 6",18,6,27,2,0,51,97,7,0,10,65,36,121,2,33,7,482
"020420212","02","Caba","02042","Comuna 6",2,13,27,1,0,38,106,3,6,16,69,72,158,6,52,5,574
"020420301","02","Caba","02042","Comuna 6",2,3,40,0,0,57,132,3,4,22,99,82,157,4,43,6,654
"020420302","02","Caba","02042","Comuna 6",0,14,37,0,1,45,119,1,1,19,77,55,118,2,47,4,540
"020420303","02","Caba","02042","Comuna 6",0,6,36,1,0,40,116,0,3,21,79,57,133,5,50,5,552
"020420304","02","Caba","02042","Comuna 6",1,5,25,0,0,29,90,1,1,17,64,49,123,4,46,5,460
"020420305","02","Caba","02042","Comuna 6",0,4,26,0,1,36,120,0,1,19,98,59,119,4,35,5,527
"020420306","02","Caba","02042","Comuna 6",4,7,42,0,0,58,120,1,5,26,98,64,151,8,55,3,642
"020420307","02","Caba","02042","Comuna 6",0,4,39,0,0,40,156,1,0,19,86,55,154,5,45,3,607
"020420308","02","Caba","02042","Comuna 6",2,6,26,0,0,40,110,1,0,23,80,44,129,3,37,4,505
"020420309","02","Caba","02042","Comuna 6",1,4,21,0,1,27,94,0,2,19,52,31,111,7,38,5,413
"020420310","02","Caba","02042","Comuna 6",2,11,56,0,0,59,155,1,1,23,80,66,144,10,37,4,649
"020420311","02","Caba","02042","Comuna 6",2,3,23,0,0,32,87,0,4,15,57,44,96,3,33,1,400
"020420401","02","Caba","02042","Comuna 6",11,8,20,0,0,42,73,0,7,13,62,42,70,4,41,2,395
"020420402","02","Caba","02042","Comuna 6",30,1,45,0,2,58,107,2,5,26,81,80,155,8,65,3,668
"020420403","02","Caba","02042","Comuna 6",20,7,49,0,3,73,145,0,7,23,86,101,171,12,39,3,739
"020420404","02","Caba","02042","Comuna 6",16,5,41,1,1,44,160,0,5,31,116,88,155,7,49,2,721
"020420405","02","Caba","02042","Comuna 6",9,3,30,0,0,25,99,0,1,19,103,61,117,6,45,5,523
"020420406","02","Caba","02042","Comuna 6",21,6,18,0,2,45,127,0,2,31,110,99,259,10,91,5,826
"020420407","02","Caba","02042","Comuna 6",18,4,41,0,0,40,102,2,2,23,75,36,104,6,44,2,499
"020420408","02","Caba","02042","Comuna 6",30,16,46,1,0,51,126,1,5,29,104,77,204,19,94,9,812
"020420409","02","Caba","02042","Comuna 6",12,5,44,3,1,46,129,2,10,16,86,70,136,6,54,4,624
"020420410","02","Caba","02042","Comuna 6",22,13,39,1,4,50,155,1,6,37,98,74,187,10,72,4,773
"020420411","02","Caba","02042","Comuna 6",23,3,22,0,0,32,91,3,0,18,102,76,161,9,73,5,618
"020420412","02","Caba","02042","Comuna 6",3,2,18,0,0,27,60,1,0,6,51,39,92,5,34,2,340
"020420501","02","Caba","02042","Comuna 6",0,2,21,0,0,42,99,1,2,17,81,59,104,6,46,4,484
"020420502","02","Caba","02042","Comuna 6",0,6,37,0,0,42,108,0,1,19,87,57,140,3,42,4,546
"020420503","02","Caba","02042","Comuna 6",0,8,38,1,0,44,141,1,2,19,97,65,161,9,54,6,646
"020420504","02","Caba","02042","Comuna 6",1,4,26,0,0,32,124,0,0,18,67,75,139,12,58,3,559
"020420505","02","Caba","02042","Comuna 6",1,7,40,0,1,55,113,1,3,26,103,82,172,13,66,6,689
"020420506","02","Caba","02042","Comuna 6",1,9,31,0,0,34,122,0,3,15,71,35,124,4,42,7,498
"020420507","02","Caba","02042","Comuna 6",2,6,45,0,1,40,180,1,4,40,103,69,189,15,54,8,757
"020420508","02","Caba","02042","Comuna 6",0,3,14,0,0,32,89,0,1,11,50,39,109,3,29,2,382
"020420509","02","Caba","02042","Comuna 6",0,7,28,0,0,40,102,0,1,18,74,56,127,6,36,4,499
"020420510","02","Caba","02042","Comuna 6",0,6,46,1,0,45,146,0,6,31,114,82,216,9,73,3,778
"020420511","02","Caba","02042","Comuna 6",3,6,23,0,2,35,118,2,7,28,120,56,158,8,54,7,627
"020420512","02","Caba","02042","Comuna 6",0,6,17,0,1,29,74,0,2,18,37,29,60,0,23,0,296
"020420513","02","Caba","02042","Comuna 6",0,2,12,0,0,17,43,0,1,13,38,27,93,2,19,4,271
"020420601","02","Caba","02042","Comuna 6",37,9,55,0,2,62,179,2,6,40,131,102,229,14,77,7,952
"020420602","02","Caba","02042","Comuna 6",41,11,54,0,1,78,254,1,6,48,232,140,402,11,147,9,1435
"020420603","02","Caba","02042","Comuna 6",7,2,39,0,1,62,200,0,1,29,109,71,175,11,62,4,773
"020420604","02","Caba","02042","Comuna 6",17,4,14,0,2,26,93,0,10,17,65,43,120,23,33,2,469
"020420605","02","Caba","02042","Comuna 6",3,5,26,0,1,27,72,0,1,4,54,31,100,4,38,2,368
"020420606","02","Caba","02042","Comuna 6",3,6,31,0,1,37,138,0,1,25,101,93,218,4,86,5,749
"020420607","02","Caba","02042","Comuna 6",7,7,45,0,1,43,122,1,2,25,96,68,167,6,57,2,649
"020420608","02","Caba","02042","Comuna 6",19,9,62,0,1,43,156,1,3,34,124,70,198,3,62,4,789
"020420609","02","Caba","02042","Comuna 6",4,6,40,0,2,32,119,0,1,21,73,61,152,14,81,1,607
"020420701","02","Caba","02042","Comuna 6",25,8,29,0,0,32,110,1,0,17,67,49,117,8,45,6,514
"020420702","02","Caba","02042","Comuna 6",67,8,36,2,1,32,136,1,7,22,100,87,195,9,88,2,793
"020420703","02","Caba","02042","Comuna 6",14,6,24,1,0,33,87,0,3,14,55,43,94,6,58,2,440
"020420704","02","Caba","02042","Comuna 6",22,14,47,0,1,50,170,0,3,25,118,79,213,14,68,5,829
"020420705","02","Caba","02042","Comuna 6",16,15,57,0,2,51,134,2,3,29,102,86,187,9,60,6,759
"020420706","02","Caba","02042","Comuna 6",16,4,37,0,1,32,89,1,2,11,69,50,124,8,62,7,513
"020420707","02","Caba","02042","Comuna 6",29,7,38,0,0,56,128,2,3,27,133,73,215,13,81,3,808
"020420708","02","Caba","02042","Comuna 6",3,2,33,0,2,37,109,1,1,26,75,70,132,7,45,1,544
"020420709","02","Caba","02042","Comuna 6",53,6,37,1,1,25,104,0,3,15,88,76,161,7,72,4,653
"020420710","02","Caba","02042","Comuna 6",20,6,32,0,1,36,102,1,2,14,62,71,149,5,52,4,557
"020420711","02","Caba","02042","Comuna 6",42,3,30,0,1,39,84,0,3,17,60,54,143,9,42,5,532
"020420712","02","Caba","02042","Comuna 6",24,6,28,1,1,39,89,1,5,14,83,69,153,11,66,0,590
"020420713","02","Caba","02042","Comuna 6",1,7,18,0,0,22,89,0,4,11,60,48,109,7,35,4,415
"020420801","02","Caba","02042","Comuna 6",12,7,39,0,0,46,107,0,6,15,103,53,146,11,57,5,607
"020420802","02","Caba","02042","Comuna 6",10,7,38,0,0,61,122,0,5,32,91,62,156,4,72,5,665
"020420803","02","Caba","02042","Comuna 6",22,2,26,0,0,31,84,0,4,19,60,64,115,10,47,6,490
"020420804","02","Caba","02042","Comuna 6",12,9,20,0,0,37,80,0,0,21,69,57,111,3,43,3,465
"020420805","02","Caba","02042","Comuna 6",22,4,18,0,1,19,77,0,2,13,59,48,109,4,79,0,455
"020420806","02","Caba","02042","Comuna 6",13,13,53,0,1,61,190,2,3,25,119,100,152,6,65,8,811
"020420807","02","Caba","02042","Comuna 6",5,16,39,2,0,39,97,1,5,27,99,43,169,9,76,4,631
"020420808","02","Caba","02042","Comuna 6",7,7,24,0,0,31,75,3,1,9,61,61,133,7,57,0,476
"020420809","02","Caba","02042","Comuna 6",27,7,34,2,1,47,89,1,3,11,71,54,84,7,35,9,482
