"radios","cod_prov","Provincia","cod_depto","Departamento","HNBI_TOT_Sí","HNBI_TOT_No","Total"
"020910110","02","Caba","02091","Comuna 13",0,387,387
"020910111","02","Caba","02091","Comuna 13",7,307,314
"020910112","02","Caba","02091","Comuna 13",2,274,276
"020910113","02","Caba","02091","Comuna 13",2,277,279
"020910114","02","Caba","02091","Comuna 13",5,303,308
"020910115","02","Caba","02091","Comuna 13",3,226,229
"020910201","02","Caba","02091","Comuna 13",2,322,324
"020910202","02","Caba","02091","Comuna 13",2,440,442
"020910203","02","Caba","02091","Comuna 13",1,404,405
"020910204","02","Caba","02091","Comuna 13",4,349,353
"020910205","02","Caba","02091","Comuna 13",2,509,511
"020910206","02","Caba","02091","Comuna 13",0,484,484
"020910207","02","Caba","02091","Comuna 13",2,383,385
"020910208","02","Caba","02091","Comuna 13",2,356,358
"020910209","02","Caba","02091","Comuna 13",6,522,528
"020910210","02","Caba","02091","Comuna 13",3,633,636
"020910211","02","Caba","02091","Comuna 13",0,345,345
"020910212","02","Caba","02091","Comuna 13",15,379,394
"020910213","02","Caba","02091","Comuna 13",2,344,346
"020910301","02","Caba","02091","Comuna 13",4,552,556
"020910302","02","Caba","02091","Comuna 13",3,315,318
"020910303","02","Caba","02091","Comuna 13",2,441,443
"020910304","02","Caba","02091","Comuna 13",1,305,306
"020910305","02","Caba","02091","Comuna 13",3,503,506
"020910306","02","Caba","02091","Comuna 13",10,423,433
"020910307","02","Caba","02091","Comuna 13",14,406,420
"020910308","02","Caba","02091","Comuna 13",3,549,552
"020910309","02","Caba","02091","Comuna 13",9,466,475
"020910310","02","Caba","02091","Comuna 13",21,309,330
"020910311","02","Caba","02091","Comuna 13",0,281,281
"020910312","02","Caba","02091","Comuna 13",0,250,250
"020910313","02","Caba","02091","Comuna 13",1,292,293
"020910401","02","Caba","02091","Comuna 13",4,510,514
"020910402","02","Caba","02091","Comuna 13",5,475,480
"020910403","02","Caba","02091","Comuna 13",8,423,431
"020910404","02","Caba","02091","Comuna 13",34,530,564
"020910405","02","Caba","02091","Comuna 13",11,480,491
"020910406","02","Caba","02091","Comuna 13",6,524,530
"020910407","02","Caba","02091","Comuna 13",3,407,410
"020910408","02","Caba","02091","Comuna 13",4,397,401
"020910409","02","Caba","02091","Comuna 13",6,408,414
"020910410","02","Caba","02091","Comuna 13",2,327,329
"020910411","02","Caba","02091","Comuna 13",28,417,445
"020910412","02","Caba","02091","Comuna 13",2,117,119
"020910413","02","Caba","02091","Comuna 13",7,371,378
"020910414","02","Caba","02091","Comuna 13",5,373,378
"020910415","02","Caba","02091","Comuna 13",1,364,365
"020910416","02","Caba","02091","Comuna 13",1,315,316
"020910501","02","Caba","02091","Comuna 13",13,387,400
"020910502","02","Caba","02091","Comuna 13",4,596,600
"020910503","02","Caba","02091","Comuna 13",1,298,299
"020910504","02","Caba","02091","Comuna 13",3,523,526
"020910505","02","Caba","02091","Comuna 13",1,489,490
"020910506","02","Caba","02091","Comuna 13",7,506,513
"020910507","02","Caba","02091","Comuna 13",10,503,513
"020910508","02","Caba","02091","Comuna 13",2,732,734
"020910509","02","Caba","02091","Comuna 13",2,373,375
"020910510","02","Caba","02091","Comuna 13",2,344,346
"020910511","02","Caba","02091","Comuna 13",5,392,397
"020910512","02","Caba","02091","Comuna 13",1,237,238
"020910601","02","Caba","02091","Comuna 13",2,352,354
"020910602","02","Caba","02091","Comuna 13",6,510,516
"020910603","02","Caba","02091","Comuna 13",20,451,471
"020910604","02","Caba","02091","Comuna 13",18,542,560
"020910605","02","Caba","02091","Comuna 13",5,610,615
"020910606","02","Caba","02091","Comuna 13",5,492,497
"020910607","02","Caba","02091","Comuna 13",27,535,562
"020910608","02","Caba","02091","Comuna 13",21,356,377
"020910701","02","Caba","02091","Comuna 13",0,280,280
"020910702","02","Caba","02091","Comuna 13",3,254,257
"020910703","02","Caba","02091","Comuna 13",5,669,674
"020910704","02","Caba","02091","Comuna 13",4,459,463
"020910705","02","Caba","02091","Comuna 13",3,496,499
"020910706","02","Caba","02091","Comuna 13",2,441,443
"020910707","02","Caba","02091","Comuna 13",5,456,461
"020910708","02","Caba","02091","Comuna 13",5,408,413
"020910709","02","Caba","02091","Comuna 13",0,636,636
"020910801","02","Caba","02091","Comuna 13",5,390,395
"020910802","02","Caba","02091","Comuna 13",9,348,357
"020910803","02","Caba","02091","Comuna 13",5,353,358
"020910804","02","Caba","02091","Comuna 13",3,551,554
"020910805","02","Caba","02091","Comuna 13",7,712,719
"020910806","02","Caba","02091","Comuna 13",2,336,338
"020910807","02","Caba","02091","Comuna 13",0,348,348
"020910808","02","Caba","02091","Comuna 13",5,540,545
"020910809","02","Caba","02091","Comuna 13",3,477,480
"020910810","02","Caba","02091","Comuna 13",2,342,344
"020910811","02","Caba","02091","Comuna 13",1,322,323
"020910901","02","Caba","02091","Comuna 13",4,331,335
"020910902","02","Caba","02091","Comuna 13",7,469,476
"020910903","02","Caba","02091","Comuna 13",0,290,290
"020910904","02","Caba","02091","Comuna 13",2,398,400
"020910905","02","Caba","02091","Comuna 13",4,352,356
"020910906","02","Caba","02091","Comuna 13",2,400,402
"020910907","02","Caba","02091","Comuna 13",5,363,368
"020910908","02","Caba","02091","Comuna 13",2,411,413
"020910909","02","Caba","02091","Comuna 13",2,411,413
"020910910","02","Caba","02091","Comuna 13",26,343,369
"020910911","02","Caba","02091","Comuna 13",3,265,268
"020911001","02","Caba","02091","Comuna 13",4,494,498
"020911002","02","Caba","02091","Comuna 13",2,297,299
"020911003","02","Caba","02091","Comuna 13",5,261,266
"020911004","02","Caba","02091","Comuna 13",3,256,259
"020911005","02","Caba","02091","Comuna 13",9,425,434
"020911006","02","Caba","02091","Comuna 13",2,414,416
"020911007","02","Caba","02091","Comuna 13",4,386,390
"020911008","02","Caba","02091","Comuna 13",4,523,527
"020911009","02","Caba","02091","Comuna 13",2,372,374
"020911010","02","Caba","02091","Comuna 13",5,479,484
"020911011","02","Caba","02091","Comuna 13",2,341,343
"020911012","02","Caba","02091","Comuna 13",5,234,239
"020911013","02","Caba","02091","Comuna 13",0,289,289
"020911014","02","Caba","02091","Comuna 13",11,460,471
"020911015","02","Caba","02091","Comuna 13",5,285,290
"020911101","02","Caba","02091","Comuna 13",5,173,178
"020911102","02","Caba","02091","Comuna 13",2,328,330
"020911103","02","Caba","02091","Comuna 13",4,245,249
"020911104","02","Caba","02091","Comuna 13",5,253,258
"020911105","02","Caba","02091","Comuna 13",0,223,223
"020911106","02","Caba","02091","Comuna 13",5,438,443
"020911107","02","Caba","02091","Comuna 13",13,388,401
"020911201","02","Caba","02091","Comuna 13",5,356,361
"020911202","02","Caba","02091","Comuna 13",2,324,326
"020911203","02","Caba","02091","Comuna 13",4,247,251
"020911204","02","Caba","02091","Comuna 13",10,390,400
"020911205","02","Caba","02091","Comuna 13",0,570,570
"020911206","02","Caba","02091","Comuna 13",4,276,280
"020911207","02","Caba","02091","Comuna 13",5,400,405
"020911208","02","Caba","02091","Comuna 13",2,320,322
"020911209","02","Caba","02091","Comuna 13",9,510,519
"020911210","02","Caba","02091","Comuna 13",1,317,318
"020911301","02","Caba","02091","Comuna 13",4,395,399
"020911302","02","Caba","02091","Comuna 13",17,168,185
"020911303","02","Caba","02091","Comuna 13",2,397,399
"020911304","02","Caba","02091","Comuna 13",3,471,474
"020911305","02","Caba","02091","Comuna 13",6,453,459
"020911306","02","Caba","02091","Comuna 13",1,187,188
"020911307","02","Caba","02091","Comuna 13",6,460,466
"020911308","02","Caba","02091","Comuna 13",0,292,292
"020911309","02","Caba","02091","Comuna 13",3,287,290
"020911310","02","Caba","02091","Comuna 13",0,392,392
"020911311","02","Caba","02091","Comuna 13",1,237,238
"020911312","02","Caba","02091","Comuna 13",0,313,313
"020911313","02","Caba","02091","Comuna 13",4,262,266
"020911314","02","Caba","02091","Comuna 13",4,452,456
"020911315","02","Caba","02091","Comuna 13",1,322,323
"020911401","02","Caba","02091","Comuna 13",7,374,381
"020911402","02","Caba","02091","Comuna 13",1,169,170
"020911403","02","Caba","02091","Comuna 13",5,396,401
"020911404","02","Caba","02091","Comuna 13",1,313,314
"020911405","02","Caba","02091","Comuna 13",5,258,263
"020911406","02","Caba","02091","Comuna 13",3,423,426
"020911407","02","Caba","02091","Comuna 13",2,187,189
"020911408","02","Caba","02091","Comuna 13",3,315,318
"020911409","02","Caba","02091","Comuna 13",2,307,309
"020911410","02","Caba","02091","Comuna 13",5,330,335
"020911411","02","Caba","02091","Comuna 13",5,300,305
"020911501","02","Caba","02091","Comuna 13",2,380,382
"020911502","02","Caba","02091","Comuna 13",7,414,421
"020911503","02","Caba","02091","Comuna 13",8,372,380
"020911504","02","Caba","02091","Comuna 13",9,246,255
"020911505","02","Caba","02091","Comuna 13",1,541,542
"020911506","02","Caba","02091","Comuna 13",4,314,318
"020911507","02","Caba","02091","Comuna 13",14,410,424
"020911508","02","Caba","02091","Comuna 13",5,400,405
"020911509","02","Caba","02091","Comuna 13",0,496,496
"020911510","02","Caba","02091","Comuna 13",8,435,443
"020911511","02","Caba","02091","Comuna 13",11,436,447
"020911512","02","Caba","02091","Comuna 13",25,306,331
"020911601","02","Caba","02091","Comuna 13",8,576,584
"020911602","02","Caba","02091","Comuna 13",7,471,478
"020911603","02","Caba","02091","Comuna 13",3,380,383
"020911604","02","Caba","02091","Comuna 13",4,452,456
"020911605","02","Caba","02091","Comuna 13",10,280,290
"020911606","02","Caba","02091","Comuna 13",3,325,328
"020911607","02","Caba","02091","Comuna 13",6,486,492
"020911608","02","Caba","02091","Comuna 13",2,366,368
"020911609","02","Caba","02091","Comuna 13",17,392,409
"020911610","02","Caba","02091","Comuna 13",5,445,450
"020911611","02","Caba","02091","Comuna 13",4,450,454
"020911612","02","Caba","02091","Comuna 13",2,420,422
"020911613","02","Caba","02091","Comuna 13",1,245,246
"020911701","02","Caba","02091","Comuna 13",7,437,444
"020911702","02","Caba","02091","Comuna 13",1,293,294
"020911703","02","Caba","02091","Comuna 13",13,600,613
"020911704","02","Caba","02091","Comuna 13",1,285,286
"020911705","02","Caba","02091","Comuna 13",7,518,525
"020911706","02","Caba","02091","Comuna 13",5,398,403
"020911707","02","Caba","02091","Comuna 13",5,470,475
"020911708","02","Caba","02091","Comuna 13",4,330,334
"020911709","02","Caba","02091","Comuna 13",7,545,552
"020911710","02","Caba","02091","Comuna 13",0,483,483
"020911711","02","Caba","02091","Comuna 13",1,331,332
"020911712","02","Caba","02091","Comuna 13",2,318,320
"020911713","02","Caba","02091","Comuna 13",7,501,508
"020911801","02","Caba","02091","Comuna 13",4,476,480
"020911802","02","Caba","02091","Comuna 13",11,388,399
"020911803","02","Caba","02091","Comuna 13",13,437,450
"020911804","02","Caba","02091","Comuna 13",17,314,331
"020911805","02","Caba","02091","Comuna 13",7,308,315
"020911806","02","Caba","02091","Comuna 13",5,288,293
"020911807","02","Caba","02091","Comuna 13",7,390,397
"020911808","02","Caba","02091","Comuna 13",2,313,315
"020911809","02","Caba","02091","Comuna 13",0,191,191
"020911810","02","Caba","02091","Comuna 13",16,293,309
"020911901","02","Caba","02091","Comuna 13",0,373,373
"020911902","02","Caba","02091","Comuna 13",5,442,447
"020911903","02","Caba","02091","Comuna 13",3,351,354
"020911904","02","Caba","02091","Comuna 13",3,329,332
"020911905","02","Caba","02091","Comuna 13",4,394,398
"020911906","02","Caba","02091","Comuna 13",2,222,224
"020911907","02","Caba","02091","Comuna 13",36,226,262
"020911908","02","Caba","02091","Comuna 13",4,316,320
"020911909","02","Caba","02091","Comuna 13",3,360,363
"020911910","02","Caba","02091","Comuna 13",1,490,491
"020911911","02","Caba","02091","Comuna 13",3,182,185
"020911912","02","Caba","02091","Comuna 13",2,289,291
"020912001","02","Caba","02091","Comuna 13",5,336,341
"020912002","02","Caba","02091","Comuna 13",27,414,441
"020912003","02","Caba","02091","Comuna 13",4,250,254
"020912004","02","Caba","02091","Comuna 13",4,354,358
"020912005","02","Caba","02091","Comuna 13",2,356,358
"020912006","02","Caba","02091","Comuna 13",17,524,541
"020912007","02","Caba","02091","Comuna 13",3,409,412
"020912008","02","Caba","02091","Comuna 13",1,511,512
"020912009","02","Caba","02091","Comuna 13",2,358,360
"020912010","02","Caba","02091","Comuna 13",2,313,315
"020912011","02","Caba","02091","Comuna 13",10,295,305
"020912012","02","Caba","02091","Comuna 13",7,372,379
"020912101","02","Caba","02091","Comuna 13",2,294,296
"020912102","02","Caba","02091","Comuna 13",2,181,183
"020912103","02","Caba","02091","Comuna 13",4,274,278
"020912104","02","Caba","02091","Comuna 13",6,314,320
"020912105","02","Caba","02091","Comuna 13",4,336,340
"020912106","02","Caba","02091","Comuna 13",28,330,358
"020912107","02","Caba","02091","Comuna 13",21,502,523
"020912108","02","Caba","02091","Comuna 13",1,385,386
"020912109","02","Caba","02091","Comuna 13",10,556,566
"020912110","02","Caba","02091","Comuna 13",2,365,367
"020912201","02","Caba","02091","Comuna 13",3,489,492
"020912202","02","Caba","02091","Comuna 13",4,261,265
"020912203","02","Caba","02091","Comuna 13",1,276,277
"020912204","02","Caba","02091","Comuna 13",1,358,359
"020912205","02","Caba","02091","Comuna 13",8,438,446
"020912206","02","Caba","02091","Comuna 13",3,436,439
"020912207","02","Caba","02091","Comuna 13",1,514,515
"020912208","02","Caba","02091","Comuna 13",13,480,493
"020912209","02","Caba","02091","Comuna 13",24,320,344
"020912301","02","Caba","02091","Comuna 13",5,433,438
"020912302","02","Caba","02091","Comuna 13",3,326,329
"020912303","02","Caba","02091","Comuna 13",4,645,649
"020912304","02","Caba","02091","Comuna 13",3,327,330
"020912305","02","Caba","02091","Comuna 13",4,288,292
"020912306","02","Caba","02091","Comuna 13",8,437,445
"020912307","02","Caba","02091","Comuna 13",2,301,303
"020912308","02","Caba","02091","Comuna 13",12,578,590
"020912309","02","Caba","02091","Comuna 13",14,526,540
"020912310","02","Caba","02091","Comuna 13",2,255,257
"020912311","02","Caba","02091","Comuna 13",4,488,492
"020912312","02","Caba","02091","Comuna 13",3,221,224
"020912401","02","Caba","02091","Comuna 13",3,244,247
"020912402","02","Caba","02091","Comuna 13",1,306,307
"020912403","02","Caba","02091","Comuna 13",25,323,348
"020912404","02","Caba","02091","Comuna 13",3,437,440
"020912405","02","Caba","02091","Comuna 13",1,307,308
"020912406","02","Caba","02091","Comuna 13",6,424,430
"020912407","02","Caba","02091","Comuna 13",27,346,373
"020912408","02","Caba","02091","Comuna 13",4,408,412
"020912409","02","Caba","02091","Comuna 13",10,421,431
"020912410","02","Caba","02091","Comuna 13",0,325,325
"020912501","02","Caba","02091","Comuna 13",7,263,270
"020912502","02","Caba","02091","Comuna 13",8,295,303
"020912503","02","Caba","02091","Comuna 13",7,403,410
"020912504","02","Caba","02091","Comuna 13",8,340,348
"020912505","02","Caba","02091","Comuna 13",2,245,247
"020912506","02","Caba","02091","Comuna 13",1,319,320
"020912507","02","Caba","02091","Comuna 13",7,655,662
"020912508","02","Caba","02091","Comuna 13",16,517,533
"020912601","02","Caba","02091","Comuna 13",42,398,440
"020912602","02","Caba","02091","Comuna 13",19,388,407
"020912603","02","Caba","02091","Comuna 13",8,305,313
"020912604","02","Caba","02091","Comuna 13",28,397,425
"020912605","02","Caba","02091","Comuna 13",4,312,316
"020912606","02","Caba","02091","Comuna 13",3,243,246
"020912607","02","Caba","02091","Comuna 13",1,277,278
"020912608","02","Caba","02091","Comuna 13",8,228,236
"020912609","02","Caba","02091","Comuna 13",22,267,289
"020912610","02","Caba","02091","Comuna 13",3,469,472
"020912611","02","Caba","02091","Comuna 13",1,327,328
"020912701","02","Caba","02091","Comuna 13",0,225,225
"020912702","02","Caba","02091","Comuna 13",3,434,437
"020912703","02","Caba","02091","Comuna 13",1,510,511
"020912704","02","Caba","02091","Comuna 13",12,347,359
"020912705","02","Caba","02091","Comuna 13",3,335,338
"020912706","02","Caba","02091","Comuna 13",26,515,541
"020912707","02","Caba","02091","Comuna 13",5,191,196
"020912708","02","Caba","02091","Comuna 13",2,355,357
"020912709","02","Caba","02091","Comuna 13",2,473,475
"020912710","02","Caba","02091","Comuna 13",1,259,260
"020912711","02","Caba","02091","Comuna 13",6,309,315
"020912801","02","Caba","02091","Comuna 13",44,270,314
"020912802","02","Caba","02091","Comuna 13",2,232,234
"020912803","02","Caba","02091","Comuna 13",5,316,321
"020912804","02","Caba","02091","Comuna 13",23,211,234
"020912805","02","Caba","02091","Comuna 13",3,334,337
"020912806","02","Caba","02091","Comuna 13",0,429,429
"020912807","02","Caba","02091","Comuna 13",15,380,395
"020912808","02","Caba","02091","Comuna 13",8,548,556
"020912809","02","Caba","02091","Comuna 13",2,452,454
"020912810","02","Caba","02091","Comuna 13",0,325,325
"020912901","02","Caba","02091","Comuna 13",24,228,252
"020912902","02","Caba","02091","Comuna 13",17,312,329
"020912903","02","Caba","02091","Comuna 13",7,288,295
"020912904","02","Caba","02091","Comuna 13",8,366,374
"020912905","02","Caba","02091","Comuna 13",12,285,297
"020912906","02","Caba","02091","Comuna 13",1,371,372
"020912907","02","Caba","02091","Comuna 13",5,433,438
"020912908","02","Caba","02091","Comuna 13",5,508,513
"020912909","02","Caba","02091","Comuna 13",1,294,295
"020912910","02","Caba","02091","Comuna 13",0,199,199
"020912911","02","Caba","02091","Comuna 13",10,357,367
"020980101","02","Caba","02098","Comuna 14",28,181,209
"020980102","02","Caba","02098","Comuna 14",0,181,181
"020980103","02","Caba","02098","Comuna 14",4,387,391
"020980104","02","Caba","02098","Comuna 14",56,301,357
"020980105","02","Caba","02098","Comuna 14",19,489,508
"020980106","02","Caba","02098","Comuna 14",3,415,418
"020980107","02","Caba","02098","Comuna 14",16,347,363
"020980108","02","Caba","02098","Comuna 14",4,287,291
"020980109","02","Caba","02098","Comuna 14",3,332,335
"020980110","02","Caba","02098","Comuna 14",22,460,482
"020980201","02","Caba","02098","Comuna 14",11,465,476
"020980202","02","Caba","02098","Comuna 14",17,306,323
"020980203","02","Caba","02098","Comuna 14",11,493,504
"020980204","02","Caba","02098","Comuna 14",20,325,345
"020980205","02","Caba","02098","Comuna 14",28,371,399
"020980206","02","Caba","02098","Comuna 14",2,302,304
"020980207","02","Caba","02098","Comuna 14",10,308,318
"020980208","02","Caba","02098","Comuna 14",6,378,384
"020980209","02","Caba","02098","Comuna 14",7,435,442
"020980210","02","Caba","02098","Comuna 14",11,535,546
"020980301","02","Caba","02098","Comuna 14",17,735,752
"020980302","02","Caba","02098","Comuna 14",0,294,294
"020980303","02","Caba","02098","Comuna 14",24,337,361
"020980304","02","Caba","02098","Comuna 14",5,368,373
"020980305","02","Caba","02098","Comuna 14",17,472,489
"020980306","02","Caba","02098","Comuna 14",5,278,283
"020980307","02","Caba","02098","Comuna 14",8,308,316
"020980308","02","Caba","02098","Comuna 14",7,516,523
"020980309","02","Caba","02098","Comuna 14",1,496,497
"020980310","02","Caba","02098","Comuna 14",2,420,422
"020980311","02","Caba","02098","Comuna 14",4,398,402
"020980312","02","Caba","02098","Comuna 14",1,330,331
"020980401","02","Caba","02098","Comuna 14",0,318,318
"020980402","02","Caba","02098","Comuna 14",2,212,214
"020980403","02","Caba","02098","Comuna 14",6,261,267
"020980404","02","Caba","02098","Comuna 14",2,337,339
"020980405","02","Caba","02098","Comuna 14",1,317,318
"020980406","02","Caba","02098","Comuna 14",10,521,531
"020980407","02","Caba","02098","Comuna 14",9,493,502
"020980408","02","Caba","02098","Comuna 14",14,605,619
"020980409","02","Caba","02098","Comuna 14",9,483,492
"020980410","02","Caba","02098","Comuna 14",9,965,974
"020980501","02","Caba","02098","Comuna 14",1,270,271
"020980502","02","Caba","02098","Comuna 14",0,345,345
"020980503","02","Caba","02098","Comuna 14",9,498,507
"020980504","02","Caba","02098","Comuna 14",4,272,276
"020980505","02","Caba","02098","Comuna 14",8,496,504
"020980506","02","Caba","02098","Comuna 14",1,344,345
"020980507","02","Caba","02098","Comuna 14",18,341,359
"020980508","02","Caba","02098","Comuna 14",9,348,357
"020980509","02","Caba","02098","Comuna 14",1,561,562
"020980510","02","Caba","02098","Comuna 14",12,562,574
"020980601","02","Caba","02098","Comuna 14",8,241,249
"020980602","02","Caba","02098","Comuna 14",5,310,315
"020980603","02","Caba","02098","Comuna 14",58,550,608
"020980604","02","Caba","02098","Comuna 14",4,551,555
"020980605","02","Caba","02098","Comuna 14",3,417,420
"020980606","02","Caba","02098","Comuna 14",39,563,602
"020980607","02","Caba","02098","Comuna 14",3,412,415
"020980608","02","Caba","02098","Comuna 14",16,292,308
"020980609","02","Caba","02098","Comuna 14",18,385,403
"020980610","02","Caba","02098","Comuna 14",2,301,303
"020980611","02","Caba","02098","Comuna 14",5,239,244
"020980612","02","Caba","02098","Comuna 14",5,309,314
"020980613","02","Caba","02098","Comuna 14",23,334,357
"020980701","02","Caba","02098","Comuna 14",14,293,307
"020980702","02","Caba","02098","Comuna 14",4,302,306
"020980703","02","Caba","02098","Comuna 14",5,463,468
"020980704","02","Caba","02098","Comuna 14",13,484,497
"020980705","02","Caba","02098","Comuna 14",19,345,364
"020980706","02","Caba","02098","Comuna 14",40,309,349
"020980707","02","Caba","02098","Comuna 14",20,344,364
"020980708","02","Caba","02098","Comuna 14",8,323,331
"020980709","02","Caba","02098","Comuna 14",16,306,322
"020980710","02","Caba","02098","Comuna 14",3,252,255
"020980711","02","Caba","02098","Comuna 14",8,283,291
"020980712","02","Caba","02098","Comuna 14",7,263,270
"020980713","02","Caba","02098","Comuna 14",3,249,252
"020980714","02","Caba","02098","Comuna 14",4,164,168
"020980715","02","Caba","02098","Comuna 14",14,206,220
"020980716","02","Caba","02098","Comuna 14",4,191,195
"020980801","02","Caba","02098","Comuna 14",3,163,166
"020980802","02","Caba","02098","Comuna 14",2,300,302
"020980803","02","Caba","02098","Comuna 14",6,207,213
"020980804","02","Caba","02098","Comuna 14",37,304,341
"020980805","02","Caba","02098","Comuna 14",4,660,664
"020980806","02","Caba","02098","Comuna 14",38,580,618
"020980807","02","Caba","02098","Comuna 14",5,337,342
"020980808","02","Caba","02098","Comuna 14",1,463,464
"020980809","02","Caba","02098","Comuna 14",10,376,386
"020980810","02","Caba","02098","Comuna 14",1,214,215
"020980811","02","Caba","02098","Comuna 14",2,270,272
"020980812","02","Caba","02098","Comuna 14",3,205,208
"020980813","02","Caba","02098","Comuna 14",5,231,236
"020980814","02","Caba","02098","Comuna 14",2,227,229
"020980815","02","Caba","02098","Comuna 14",0,276,276
"020980901","02","Caba","02098","Comuna 14",37,440,477
"020980902","02","Caba","02098","Comuna 14",13,290,303
"020980903","02","Caba","02098","Comuna 14",11,293,304
"020980904","02","Caba","02098","Comuna 14",20,626,646
"020980905","02","Caba","02098","Comuna 14",3,234,237
"020980906","02","Caba","02098","Comuna 14",6,380,386
"020980907","02","Caba","02098","Comuna 14",0,312,312
"020980908","02","Caba","02098","Comuna 14",7,407,414
"020980909","02","Caba","02098","Comuna 14",10,506,516
"020980910","02","Caba","02098","Comuna 14",6,464,470
"020980911","02","Caba","02098","Comuna 14",3,360,363
"020980912","02","Caba","02098","Comuna 14",30,489,519
"020980913","02","Caba","02098","Comuna 14",14,428,442
"020980914","02","Caba","02098","Comuna 14",2,336,338
"020980915","02","Caba","02098","Comuna 14",2,388,390
"020980916","02","Caba","02098","Comuna 14",14,165,179
"020981001","02","Caba","02098","Comuna 14",5,60,65
"020981002","02","Caba","02098","Comuna 14",2,19,21
"020981101","02","Caba","02098","Comuna 14",6,602,608
"020981102","02","Caba","02098","Comuna 14",0,180,180
"020981103","02","Caba","02098","Comuna 14",7,421,428
"020981104","02","Caba","02098","Comuna 14",6,353,359
"020981105","02","Caba","02098","Comuna 14",8,473,481
"020981106","02","Caba","02098","Comuna 14",2,395,397
"020981107","02","Caba","02098","Comuna 14",13,357,370
"020981108","02","Caba","02098","Comuna 14",4,631,635
"020981109","02","Caba","02098","Comuna 14",19,506,525
"020981110","02","Caba","02098","Comuna 14",2,277,279
"020981111","02","Caba","02098","Comuna 14",4,360,364
"020981112","02","Caba","02098","Comuna 14",7,498,505
"020981113","02","Caba","02098","Comuna 14",0,155,155
"020981114","02","Caba","02098","Comuna 14",2,256,258
"020981115","02","Caba","02098","Comuna 14",1,296,297
"020981116","02","Caba","02098","Comuna 14",1,230,231
"020981117","02","Caba","02098","Comuna 14",3,240,243
"020981201","02","Caba","02098","Comuna 14",40,316,356
"020981202","02","Caba","02098","Comuna 14",20,414,434
"020981203","02","Caba","02098","Comuna 14",6,432,438
"020981204","02","Caba","02098","Comuna 14",34,495,529
"020981205","02","Caba","02098","Comuna 14",8,505,513
"020981206","02","Caba","02098","Comuna 14",12,352,364
"020981207","02","Caba","02098","Comuna 14",0,206,206
"020981208","02","Caba","02098","Comuna 14",7,244,251
"020981209","02","Caba","02098","Comuna 14",6,292,298
"020981210","02","Caba","02098","Comuna 14",5,481,486
"020981211","02","Caba","02098","Comuna 14",25,298,323
"020981212","02","Caba","02098","Comuna 14",0,178,178
"020981301","02","Caba","02098","Comuna 14",10,325,335
"020981302","02","Caba","02098","Comuna 14",27,386,413
"020981303","02","Caba","02098","Comuna 14",45,564,609
"020981304","02","Caba","02098","Comuna 14",26,263,289
"020981305","02","Caba","02098","Comuna 14",6,344,350
"020981306","02","Caba","02098","Comuna 14",5,303,308
"020981307","02","Caba","02098","Comuna 14",6,78,84
"020981308","02","Caba","02098","Comuna 14",17,251,268
"020981309","02","Caba","02098","Comuna 14",15,317,332
"020981310","02","Caba","02098","Comuna 14",9,310,319
"020981311","02","Caba","02098","Comuna 14",31,255,286
"020981312","02","Caba","02098","Comuna 14",1,278,279
"020981401","02","Caba","02098","Comuna 14",10,448,458
"020981402","02","Caba","02098","Comuna 14",3,390,393
"020981403","02","Caba","02098","Comuna 14",2,583,585
"020981404","02","Caba","02098","Comuna 14",3,217,220
"020981405","02","Caba","02098","Comuna 14",23,222,245
"020981406","02","Caba","02098","Comuna 14",1,210,211
"020981407","02","Caba","02098","Comuna 14",1,135,136
"020981408","02","Caba","02098","Comuna 14",3,524,527
"020981409","02","Caba","02098","Comuna 14",7,488,495
"020981410","02","Caba","02098","Comuna 14",8,370,378
"020981411","02","Caba","02098","Comuna 14",2,483,485
"020981501","02","Caba","02098","Comuna 14",13,448,461
"020981502","02","Caba","02098","Comuna 14",5,576,581
"020981503","02","Caba","02098","Comuna 14",4,441,445
"020981504","02","Caba","02098","Comuna 14",9,478,487
"020981505","02","Caba","02098","Comuna 14",4,520,524
"020981506","02","Caba","02098","Comuna 14",33,516,549
"020981507","02","Caba","02098","Comuna 14",3,408,411
"020981508","02","Caba","02098","Comuna 14",2,829,831
"020981601","02","Caba","02098","Comuna 14",10,613,623
"020981602","02","Caba","02098","Comuna 14",9,402,411
"020981603","02","Caba","02098","Comuna 14",25,592,617
"020981604","02","Caba","02098","Comuna 14",16,615,631
"020981605","02","Caba","02098","Comuna 14",7,390,397
"020981606","02","Caba","02098","Comuna 14",2,152,154
"020981607","02","Caba","02098","Comuna 14",0,198,198
"020981701","02","Caba","02098","Comuna 14",5,448,453
"020981702","02","Caba","02098","Comuna 14",0,423,423
"020981703","02","Caba","02098","Comuna 14",1,449,450
"020981704","02","Caba","02098","Comuna 14",1,256,257
"020981705","02","Caba","02098","Comuna 14",3,416,419
"020981706","02","Caba","02098","Comuna 14",3,442,445
"020981707","02","Caba","02098","Comuna 14",5,337,342
"020981708","02","Caba","02098","Comuna 14",2,764,766
"020981801","02","Caba","02098","Comuna 14",2,399,401
"020981802","02","Caba","02098","Comuna 14",4,346,350
"020981803","02","Caba","02098","Comuna 14",8,483,491
"020981804","02","Caba","02098","Comuna 14",4,433,437
"020981805","02","Caba","02098","Comuna 14",10,606,616
"020981806","02","Caba","02098","Comuna 14",2,387,389
