"radios","cod_prov","Provincia","cod_depto","Departamento","HNBI_TOT_Sí","HNBI_TOT_No","Total"
"020770508","02","Caba","02077","Comuna 11",2,342,344
"020770509","02","Caba","02077","Comuna 11",7,313,320
"020770510","02","Caba","02077","Comuna 11",3,350,353
"020770601","02","Caba","02077","Comuna 11",6,379,385
"020770602","02","Caba","02077","Comuna 11",6,518,524
"020770603","02","Caba","02077","Comuna 11",11,517,528
"020770604","02","Caba","02077","Comuna 11",13,555,568
"020770605","02","Caba","02077","Comuna 11",31,508,539
"020770606","02","Caba","02077","Comuna 11",54,404,458
"020770607","02","Caba","02077","Comuna 11",9,445,454
"020770608","02","Caba","02077","Comuna 11",20,369,389
"020770609","02","Caba","02077","Comuna 11",10,329,339
"020770610","02","Caba","02077","Comuna 11",6,254,260
"020770611","02","Caba","02077","Comuna 11",31,349,380
"020770701","02","Caba","02077","Comuna 11",9,202,211
"020770702","02","Caba","02077","Comuna 11",10,385,395
"020770703","02","Caba","02077","Comuna 11",8,329,337
"020770704","02","Caba","02077","Comuna 11",43,382,425
"020770705","02","Caba","02077","Comuna 11",10,432,442
"020770706","02","Caba","02077","Comuna 11",22,404,426
"020770707","02","Caba","02077","Comuna 11",6,348,354
"020770708","02","Caba","02077","Comuna 11",12,340,352
"020770709","02","Caba","02077","Comuna 11",11,432,443
"020770710","02","Caba","02077","Comuna 11",12,411,423
"020770711","02","Caba","02077","Comuna 11",18,458,476
"020770712","02","Caba","02077","Comuna 11",25,341,366
"020770801","02","Caba","02077","Comuna 11",23,358,381
"020770802","02","Caba","02077","Comuna 11",4,369,373
"020770803","02","Caba","02077","Comuna 11",1,278,279
"020770804","02","Caba","02077","Comuna 11",18,339,357
"020770805","02","Caba","02077","Comuna 11",5,379,384
"020770806","02","Caba","02077","Comuna 11",9,457,466
"020770807","02","Caba","02077","Comuna 11",7,441,448
"020770808","02","Caba","02077","Comuna 11",16,459,475
"020770809","02","Caba","02077","Comuna 11",32,417,449
"020770901","02","Caba","02077","Comuna 11",9,383,392
"020770902","02","Caba","02077","Comuna 11",4,311,315
"020770903","02","Caba","02077","Comuna 11",5,427,432
"020770904","02","Caba","02077","Comuna 11",3,277,280
"020770905","02","Caba","02077","Comuna 11",4,372,376
"020770906","02","Caba","02077","Comuna 11",3,329,332
"020770907","02","Caba","02077","Comuna 11",7,331,338
"020770908","02","Caba","02077","Comuna 11",1,349,350
"020770909","02","Caba","02077","Comuna 11",2,289,291
"020770910","02","Caba","02077","Comuna 11",9,420,429
"020770911","02","Caba","02077","Comuna 11",6,305,311
"020770912","02","Caba","02077","Comuna 11",14,359,373
"020771001","02","Caba","02077","Comuna 11",3,408,411
"020771002","02","Caba","02077","Comuna 11",11,526,537
"020771003","02","Caba","02077","Comuna 11",3,360,363
"020771004","02","Caba","02077","Comuna 11",4,435,439
"020771005","02","Caba","02077","Comuna 11",12,524,536
"020771006","02","Caba","02077","Comuna 11",19,643,662
"020771007","02","Caba","02077","Comuna 11",12,587,599
"020771008","02","Caba","02077","Comuna 11",6,306,312
"020771009","02","Caba","02077","Comuna 11",7,527,534
"020771010","02","Caba","02077","Comuna 11",21,424,445
"020771011","02","Caba","02077","Comuna 11",15,278,293
"020771101","02","Caba","02077","Comuna 11",24,294,318
"020771102","02","Caba","02077","Comuna 11",19,401,420
"020771103","02","Caba","02077","Comuna 11",17,348,365
"020771104","02","Caba","02077","Comuna 11",16,110,126
"020771105","02","Caba","02077","Comuna 11",20,371,391
"020771106","02","Caba","02077","Comuna 11",29,391,420
"020771107","02","Caba","02077","Comuna 11",13,359,372
"020771108","02","Caba","02077","Comuna 11",22,339,361
"020771109","02","Caba","02077","Comuna 11",10,279,289
"020771201","02","Caba","02077","Comuna 11",8,368,376
"020771202","02","Caba","02077","Comuna 11",16,322,338
"020771203","02","Caba","02077","Comuna 11",9,490,499
"020771204","02","Caba","02077","Comuna 11",4,369,373
"020771205","02","Caba","02077","Comuna 11",5,268,273
"020771206","02","Caba","02077","Comuna 11",3,352,355
"020771207","02","Caba","02077","Comuna 11",13,285,298
"020771208","02","Caba","02077","Comuna 11",6,287,293
"020771209","02","Caba","02077","Comuna 11",4,331,335
"020771210","02","Caba","02077","Comuna 11",7,436,443
"020771301","02","Caba","02077","Comuna 11",2,390,392
"020771302","02","Caba","02077","Comuna 11",5,390,395
"020771303","02","Caba","02077","Comuna 11",11,352,363
"020771304","02","Caba","02077","Comuna 11",3,470,473
"020771305","02","Caba","02077","Comuna 11",4,395,399
"020771306","02","Caba","02077","Comuna 11",3,434,437
"020771307","02","Caba","02077","Comuna 11",2,316,318
"020771308","02","Caba","02077","Comuna 11",0,313,313
"020771309","02","Caba","02077","Comuna 11",7,448,455
"020771310","02","Caba","02077","Comuna 11",9,391,400
"020771311","02","Caba","02077","Comuna 11",3,394,397
"020771401","02","Caba","02077","Comuna 11",7,398,405
"020771402","02","Caba","02077","Comuna 11",5,369,374
"020771403","02","Caba","02077","Comuna 11",7,399,406
"020771404","02","Caba","02077","Comuna 11",1,310,311
"020771405","02","Caba","02077","Comuna 11",3,386,389
"020771406","02","Caba","02077","Comuna 11",2,308,310
"020771407","02","Caba","02077","Comuna 11",5,677,682
"020771408","02","Caba","02077","Comuna 11",4,403,407
"020771501","02","Caba","02077","Comuna 11",15,425,440
"020771502","02","Caba","02077","Comuna 11",10,343,353
"020771503","02","Caba","02077","Comuna 11",3,434,437
"020771504","02","Caba","02077","Comuna 11",7,396,403
"020771505","02","Caba","02077","Comuna 11",6,395,401
"020771506","02","Caba","02077","Comuna 11",1,267,268
"020771507","02","Caba","02077","Comuna 11",7,333,340
"020771508","02","Caba","02077","Comuna 11",9,403,412
"020771509","02","Caba","02077","Comuna 11",5,485,490
"020771510","02","Caba","02077","Comuna 11",3,363,366
"020771511","02","Caba","02077","Comuna 11",47,462,509
"020771601","02","Caba","02077","Comuna 11",3,426,429
"020771602","02","Caba","02077","Comuna 11",0,259,259
"020771603","02","Caba","02077","Comuna 11",19,363,382
"020771604","02","Caba","02077","Comuna 11",10,333,343
"020771605","02","Caba","02077","Comuna 11",14,519,533
"020771606","02","Caba","02077","Comuna 11",5,434,439
"020771607","02","Caba","02077","Comuna 11",17,473,490
"020771608","02","Caba","02077","Comuna 11",8,486,494
"020771609","02","Caba","02077","Comuna 11",3,369,372
"020771610","02","Caba","02077","Comuna 11",8,290,298
"020771611","02","Caba","02077","Comuna 11",8,282,290
"020771701","02","Caba","02077","Comuna 11",6,316,322
"020771702","02","Caba","02077","Comuna 11",2,318,320
"020771703","02","Caba","02077","Comuna 11",4,389,393
"020771704","02","Caba","02077","Comuna 11",6,319,325
"020771705","02","Caba","02077","Comuna 11",4,286,290
"020771706","02","Caba","02077","Comuna 11",7,326,333
"020771707","02","Caba","02077","Comuna 11",12,310,322
"020771708","02","Caba","02077","Comuna 11",13,273,286
"020771801","02","Caba","02077","Comuna 11",3,304,307
"020771802","02","Caba","02077","Comuna 11",5,348,353
"020771803","02","Caba","02077","Comuna 11",6,433,439
"020771804","02","Caba","02077","Comuna 11",32,484,516
"020771805","02","Caba","02077","Comuna 11",10,530,540
"020771806","02","Caba","02077","Comuna 11",24,347,371
"020771807","02","Caba","02077","Comuna 11",11,333,344
"020771808","02","Caba","02077","Comuna 11",14,268,282
"020771809","02","Caba","02077","Comuna 11",6,245,251
"020771810","02","Caba","02077","Comuna 11",6,477,483
"020771901","02","Caba","02077","Comuna 11",25,246,271
"020771902","02","Caba","02077","Comuna 11",3,388,391
"020771903","02","Caba","02077","Comuna 11",1,294,295
"020771904","02","Caba","02077","Comuna 11",15,350,365
"020771905","02","Caba","02077","Comuna 11",13,314,327
"020771906","02","Caba","02077","Comuna 11",18,362,380
"020771907","02","Caba","02077","Comuna 11",10,321,331
"020771908","02","Caba","02077","Comuna 11",14,294,308
"020771909","02","Caba","02077","Comuna 11",18,333,351
"020772001","02","Caba","02077","Comuna 11",3,319,322
"020772002","02","Caba","02077","Comuna 11",14,340,354
"020772003","02","Caba","02077","Comuna 11",54,525,579
"020772004","02","Caba","02077","Comuna 11",44,284,328
"020772005","02","Caba","02077","Comuna 11",4,386,390
"020772006","02","Caba","02077","Comuna 11",11,272,283
"020772007","02","Caba","02077","Comuna 11",2,324,326
"020772008","02","Caba","02077","Comuna 11",16,214,230
"020772009","02","Caba","02077","Comuna 11",11,286,297
"020772010","02","Caba","02077","Comuna 11",5,330,335
"020772011","02","Caba","02077","Comuna 11",5,254,259
"020772101","02","Caba","02077","Comuna 11",26,317,343
"020772102","02","Caba","02077","Comuna 11",18,301,319
"020772103","02","Caba","02077","Comuna 11",47,444,491
"020772104","02","Caba","02077","Comuna 11",60,372,432
"020772105","02","Caba","02077","Comuna 11",4,211,215
"020772106","02","Caba","02077","Comuna 11",21,352,373
"020772107","02","Caba","02077","Comuna 11",18,285,303
"020772108","02","Caba","02077","Comuna 11",15,272,287
"020772109","02","Caba","02077","Comuna 11",3,265,268
"020772110","02","Caba","02077","Comuna 11",28,289,317
"020772111","02","Caba","02077","Comuna 11",23,312,335
"020772112","02","Caba","02077","Comuna 11",2,270,272
"020772201","02","Caba","02077","Comuna 11",10,334,344
"020772202","02","Caba","02077","Comuna 11",13,319,332
"020772203","02","Caba","02077","Comuna 11",8,355,363
"020772204","02","Caba","02077","Comuna 11",9,282,291
"020772205","02","Caba","02077","Comuna 11",9,328,337
"020772206","02","Caba","02077","Comuna 11",14,484,498
"020772207","02","Caba","02077","Comuna 11",18,343,361
"020772208","02","Caba","02077","Comuna 11",5,321,326
"020772209","02","Caba","02077","Comuna 11",4,286,290
"020772210","02","Caba","02077","Comuna 11",4,387,391
"020772211","02","Caba","02077","Comuna 11",1,425,426
"020840101","02","Caba","02084","Comuna 12",3,221,224
"020840102","02","Caba","02084","Comuna 12",10,281,291
"020840103","02","Caba","02084","Comuna 12",3,234,237
"020840104","02","Caba","02084","Comuna 12",2,359,361
"020840105","02","Caba","02084","Comuna 12",3,250,253
"020840106","02","Caba","02084","Comuna 12",1,358,359
"020840107","02","Caba","02084","Comuna 12",15,451,466
"020840108","02","Caba","02084","Comuna 12",6,297,303
"020840109","02","Caba","02084","Comuna 12",17,393,410
"020840110","02","Caba","02084","Comuna 12",17,484,501
"020840111","02","Caba","02084","Comuna 12",10,447,457
"020840201","02","Caba","02084","Comuna 12",16,352,368
"020840202","02","Caba","02084","Comuna 12",9,390,399
"020840203","02","Caba","02084","Comuna 12",29,441,470
"020840204","02","Caba","02084","Comuna 12",3,598,601
"020840205","02","Caba","02084","Comuna 12",2,455,457
"020840206","02","Caba","02084","Comuna 12",9,443,452
"020840207","02","Caba","02084","Comuna 12",8,449,457
"020840208","02","Caba","02084","Comuna 12",6,446,452
"020840209","02","Caba","02084","Comuna 12",9,314,323
"020840301","02","Caba","02084","Comuna 12",1,190,191
"020840302","02","Caba","02084","Comuna 12",3,301,304
"020840303","02","Caba","02084","Comuna 12",2,390,392
"020840304","02","Caba","02084","Comuna 12",11,336,347
"020840305","02","Caba","02084","Comuna 12",5,384,389
"020840306","02","Caba","02084","Comuna 12",15,425,440
"020840307","02","Caba","02084","Comuna 12",4,383,387
"020840308","02","Caba","02084","Comuna 12",4,275,279
"020840309","02","Caba","02084","Comuna 12",3,242,245
"020840310","02","Caba","02084","Comuna 12",37,383,420
"020840311","02","Caba","02084","Comuna 12",3,366,369
"020840401","02","Caba","02084","Comuna 12",6,487,493
"020840402","02","Caba","02084","Comuna 12",12,550,562
"020840403","02","Caba","02084","Comuna 12",10,591,601
"020840404","02","Caba","02084","Comuna 12",1,381,382
"020840405","02","Caba","02084","Comuna 12",11,301,312
"020840406","02","Caba","02084","Comuna 12",17,374,391
"020840407","02","Caba","02084","Comuna 12",8,429,437
"020840408","02","Caba","02084","Comuna 12",3,210,213
"020840409","02","Caba","02084","Comuna 12",5,266,271
"020840410","02","Caba","02084","Comuna 12",6,327,333
"020840501","02","Caba","02084","Comuna 12",3,363,366
"020840502","02","Caba","02084","Comuna 12",21,314,335
"020840503","02","Caba","02084","Comuna 12",5,373,378
"020840504","02","Caba","02084","Comuna 12",3,265,268
"020840505","02","Caba","02084","Comuna 12",2,370,372
"020840506","02","Caba","02084","Comuna 12",7,363,370
"020840507","02","Caba","02084","Comuna 12",1,372,373
"020840508","02","Caba","02084","Comuna 12",2,396,398
"020840509","02","Caba","02084","Comuna 12",5,312,317
"020840510","02","Caba","02084","Comuna 12",28,309,337
"020840511","02","Caba","02084","Comuna 12",4,323,327
"020840512","02","Caba","02084","Comuna 12",4,374,378
"020840601","02","Caba","02084","Comuna 12",6,428,434
"020840602","02","Caba","02084","Comuna 12",12,520,532
"020840603","02","Caba","02084","Comuna 12",4,360,364
"020840604","02","Caba","02084","Comuna 12",1,424,425
"020840605","02","Caba","02084","Comuna 12",6,483,489
"020840606","02","Caba","02084","Comuna 12",3,341,344
"020840607","02","Caba","02084","Comuna 12",3,366,369
"020840608","02","Caba","02084","Comuna 12",0,495,495
"020840609","02","Caba","02084","Comuna 12",6,492,498
"020840610","02","Caba","02084","Comuna 12",3,377,380
"020840701","02","Caba","02084","Comuna 12",13,455,468
"020840702","02","Caba","02084","Comuna 12",7,351,358
"020840703","02","Caba","02084","Comuna 12",5,379,384
"020840704","02","Caba","02084","Comuna 12",3,409,412
"020840705","02","Caba","02084","Comuna 12",6,363,369
"020840706","02","Caba","02084","Comuna 12",11,442,453
"020840707","02","Caba","02084","Comuna 12",25,353,378
"020840708","02","Caba","02084","Comuna 12",12,400,412
"020840709","02","Caba","02084","Comuna 12",1,323,324
"020840710","02","Caba","02084","Comuna 12",21,284,305
"020840711","02","Caba","02084","Comuna 12",15,316,331
"020840712","02","Caba","02084","Comuna 12",3,211,214
"020840713","02","Caba","02084","Comuna 12",9,370,379
"020840801","02","Caba","02084","Comuna 12",6,538,544
"020840802","02","Caba","02084","Comuna 12",0,367,367
"020840803","02","Caba","02084","Comuna 12",0,370,370
"020840804","02","Caba","02084","Comuna 12",2,348,350
"020840805","02","Caba","02084","Comuna 12",3,351,354
"020840806","02","Caba","02084","Comuna 12",7,441,448
"020840807","02","Caba","02084","Comuna 12",26,359,385
"020840808","02","Caba","02084","Comuna 12",10,596,606
"020840809","02","Caba","02084","Comuna 12",5,458,463
"020840810","02","Caba","02084","Comuna 12",7,318,325
"020840811","02","Caba","02084","Comuna 12",0,288,288
"020840812","02","Caba","02084","Comuna 12",12,352,364
"020840901","02","Caba","02084","Comuna 12",36,461,497
"020840902","02","Caba","02084","Comuna 12",15,393,408
"020840903","02","Caba","02084","Comuna 12",19,360,379
"020840904","02","Caba","02084","Comuna 12",4,589,593
"020840905","02","Caba","02084","Comuna 12",22,542,564
"020840906","02","Caba","02084","Comuna 12",6,464,470
"020840907","02","Caba","02084","Comuna 12",6,415,421
"020840908","02","Caba","02084","Comuna 12",10,289,299
"020841001","02","Caba","02084","Comuna 12",5,537,542
"020841002","02","Caba","02084","Comuna 12",2,387,389
"020841003","02","Caba","02084","Comuna 12",1,393,394
"020841004","02","Caba","02084","Comuna 12",3,324,327
"020841005","02","Caba","02084","Comuna 12",5,346,351
"020841006","02","Caba","02084","Comuna 12",2,496,498
"020841007","02","Caba","02084","Comuna 12",8,495,503
"020841008","02","Caba","02084","Comuna 12",5,401,406
"020841009","02","Caba","02084","Comuna 12",5,431,436
"020841010","02","Caba","02084","Comuna 12",4,328,332
"020841011","02","Caba","02084","Comuna 12",10,554,564
"020841012","02","Caba","02084","Comuna 12",2,398,400
"020841013","02","Caba","02084","Comuna 12",2,315,317
"020841101","02","Caba","02084","Comuna 12",4,399,403
"020841102","02","Caba","02084","Comuna 12",11,291,302
"020841103","02","Caba","02084","Comuna 12",11,429,440
"020841104","02","Caba","02084","Comuna 12",4,371,375
"020841105","02","Caba","02084","Comuna 12",0,318,318
"020841106","02","Caba","02084","Comuna 12",6,384,390
"020841107","02","Caba","02084","Comuna 12",2,355,357
"020841108","02","Caba","02084","Comuna 12",7,346,353
"020841109","02","Caba","02084","Comuna 12",7,440,447
"020841110","02","Caba","02084","Comuna 12",13,315,328
"020841111","02","Caba","02084","Comuna 12",10,520,530
"020841112","02","Caba","02084","Comuna 12",1,311,312
"020841113","02","Caba","02084","Comuna 12",2,167,169
"020841201","02","Caba","02084","Comuna 12",11,408,419
"020841202","02","Caba","02084","Comuna 12",6,751,757
"020841203","02","Caba","02084","Comuna 12",8,522,530
"020841204","02","Caba","02084","Comuna 12",10,411,421
"020841205","02","Caba","02084","Comuna 12",7,471,478
"020841206","02","Caba","02084","Comuna 12",6,311,317
"020841207","02","Caba","02084","Comuna 12",22,439,461
"020841208","02","Caba","02084","Comuna 12",4,304,308
"020841209","02","Caba","02084","Comuna 12",3,305,308
"020841301","02","Caba","02084","Comuna 12",6,545,551
"020841302","02","Caba","02084","Comuna 12",23,559,582
"020841303","02","Caba","02084","Comuna 12",7,281,288
"020841304","02","Caba","02084","Comuna 12",11,534,545
"020841305","02","Caba","02084","Comuna 12",5,360,365
"020841306","02","Caba","02084","Comuna 12",13,533,546
